 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv,f_min.final_model.000.29.det_cont.csv
finalmodel.000.00.det_cont.csv,0.167,0.127,0.175,0.409,0.353,0.255,0.097,0.674,0.113,0.294,0.882,0.046,0.091,0.036,0.255,0.318,0.538,0.000,0.588,0.000,0.222,0.175,0.161,0.000,0.000,0.014,0.464,0.119,0.429,0.030
finalmodel.000.01.det_cont.csv,0.673,0.266,0.254,0.108,0.274,0.138,0.679,0.262,0.646,0.490,0.156,0.472,0.414,0.477,0.580,0.172,0.148,0.029,0.247,0.123,0.403,0.400,0.390,0.106,0.188,0.186,0.296,0.232,0.270,0.000
finalmodel.000.02.det_cont.csv,0.407,0.833,0.667,0.259,0.172,0.400,0.349,0.130,0.136,0.125,0.167,0.088,0.114,0.353,0.136,0.333,0.158,0.015,0.101,0.418,0.482,0.290,0.345,0.113,0.075,0.491,0.073,0.761,0.070,0.087
finalmodel.000.03.det_cont.csv,0.429,0.104,0.149,0.226,0.500,0.136,0.323,0.471,0.500,0.917,0.288,0.291,0.364,0.236,0.800,0.196,0.286,0.016,0.448,0.014,0.212,0.400,0.442,0.000,0.045,0.041,0.466,0.099,0.431,0.000
finalmodel.000.04.det_cont.csv,0.268,0.063,0.130,0.271,0.491,0.167,0.195,0.735,0.281,0.580,0.510,0.209,0.197,0.138,0.491,0.203,0.431,0.014,0.709,0.000,0.169,0.279,0.288,0.000,0.039,0.012,0.583,0.060,0.596,0.000
finalmodel.000.05.det_cont.csv,0.179,0.404,0.490,0.524,0.291,0.737,0.157,0.254,0.092,0.115,0.320,0.014,0.104,0.114,0.127,0.579,0.348,0.000,0.203,0.156,0.411,0.382,0.345,0.000,0.000,0.172,0.151,0.400,0.200,0.044
finalmodel.000.06.det_cont.csv,0.333,0.245,0.232,0.267,0.455,0.255,0.254,0.340,0.333,0.488,0.283,0.145,0.241,0.174,0.488,0.325,0.279,0.018,0.333,0.063,0.241,0.380,0.457,0.000,0.052,0.079,0.242,0.228,0.354,0.000
finalmodel.000.07.det_cont.csv,0.108,0.134,0.197,0.426,0.423,0.255,0.037,0.481,0.072,0.246,0.468,0.028,0.013,0.011,0.194,0.312,0.444,0.081,0.458,0.027,0.206,0.179,0.185,0.000,0.044,0.026,0.381,0.127,0.389,0.014
finalmodel.000.08.det_cont.csv,0.426,0.141,0.167,0.220,0.491,0.156,0.369,0.464,0.549,0.810,0.298,0.322,0.367,0.280,0.756,0.193,0.296,0.014,0.444,0.025,0.261,0.424,0.491,0.014,0.056,0.064,0.415,0.118,0.481,0.000
finalmodel.000.09.det_cont.csv,0.545,0.371,0.394,0.061,0.146,0.187,0.733,0.115,0.469,0.264,0.060,0.431,0.406,0.881,0.343,0.122,0.037,0.024,0.116,0.293,0.417,0.414,0.386,0.158,0.182,0.324,0.163,0.389,0.145,0.044
finalmodel.000.10.det_cont.csv,0.390,0.086,0.129,0.218,0.510,0.113,0.292,0.540,0.423,0.775,0.327,0.304,0.328,0.213,0.721,0.167,0.327,0.015,0.509,0.000,0.188,0.386,0.426,0.000,0.044,0.013,0.554,0.081,0.471,0.014
finalmodel.000.11.det_cont.csv,0.167,0.109,0.175,0.512,0.605,0.280,0.082,0.532,0.131,0.320,0.488,0.079,0.075,0.036,0.302,0.349,0.714,0.000,0.500,0.000,0.222,0.213,0.241,0.000,0.015,0.000,0.390,0.103,0.667,0.000
finalmodel.000.12.det_cont.csv,0.712,0.383,0.365,0.104,0.266,0.246,0.717,0.217,0.473,0.393,0.134,0.356,0.333,0.581,0.446,0.186,0.125,0.014,0.192,0.254,0.435,0.387,0.474,0.087,0.099,0.308,0.253,0.359,0.188,0.025
