 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv,f_min.final_model.000.29.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.642,0.455,0.629,0.300,0.281,0.231,0.281,0.475,0.311,0.060,0.092,0.145,0.443,0.474,0.343,0.239,0.452,0.111,0.250,0.314,0.517,0.290,0.283,0.455,0.339,0.517,0.274,0.234,0.373,0.212
f_min.final_model.000.01.det_cont.csv,0.233,0.340,0.114,0.413,0.500,0.000,0.500,0.100,0.396,0.381,0.000,0.000,0.364,0.291,0.013,0.442,0.203,0.000,0.098,0.039,0.068,0.396,0.085,0.037,0.321,0.119,0.015,0.375,0.197,0.355
f_min.final_model.000.02.det_cont.csv,0.136,0.214,0.072,0.347,0.386,0.000,0.346,0.083,0.283,0.553,0.000,0.000,0.246,0.241,0.013,0.462,0.114,0.000,0.079,0.039,0.053,0.283,0.048,0.037,0.246,0.086,0.015,0.396,0.159,0.441
f_min.final_model.000.03.det_cont.csv,0.186,0.286,0.105,0.386,0.474,0.000,0.444,0.090,0.340,0.421,0.000,0.000,0.340,0.288,0.014,0.420,0.159,0.000,0.086,0.042,0.057,0.312,0.053,0.039,0.245,0.109,0.016,0.348,0.154,0.333
f_min.final_model.000.04.det_cont.csv,0.375,0.588,0.229,0.197,0.423,0.157,0.456,0.247,0.558,0.143,0.000,0.067,0.369,0.164,0.083,0.459,0.444,0.038,0.000,0.033,0.227,0.157,0.279,0.141,0.091,0.113,0.039,0.509,0.094,0.485
f_min.final_model.000.05.det_cont.csv,0.302,0.415,0.171,0.237,0.478,0.087,0.426,0.149,0.500,0.467,0.000,0.028,0.317,0.197,0.037,0.804,0.328,0.000,0.000,0.012,0.132,0.190,0.180,0.071,0.130,0.122,0.000,0.542,0.087,0.643
f_min.final_model.000.06.det_cont.csv,0.444,0.614,0.278,0.255,0.600,0.145,0.521,0.266,0.543,0.240,0.016,0.077,0.436,0.230,0.095,0.549,0.473,0.029,0.000,0.037,0.224,0.203,0.259,0.145,0.121,0.162,0.045,0.591,0.107,0.443
f_min.final_model.000.07.det_cont.csv,0.635,0.418,0.571,0.288,0.224,0.322,0.270,0.544,0.279,0.045,0.169,0.242,0.387,0.344,0.375,0.194,0.571,0.182,0.164,0.216,0.589,0.279,0.389,0.469,0.227,0.344,0.305,0.203,0.250,0.188
f_min.final_model.000.08.det_cont.csv,0.383,0.357,0.366,0.254,0.169,0.462,0.200,0.654,0.188,0.031,0.196,0.339,0.355,0.212,0.284,0.151,0.483,0.288,0.070,0.114,0.582,0.226,0.553,0.460,0.162,0.183,0.210,0.136,0.143,0.107
f_min.final_model.000.09.det_cont.csv,0.339,0.263,0.409,0.591,0.250,0.091,0.298,0.344,0.161,0.235,0.086,0.092,0.379,0.810,0.262,0.194,0.188,0.059,0.263,0.333,0.361,0.636,0.113,0.313,0.596,0.481,0.224,0.183,0.527,0.171
