,10977.0,10989.0,10933.0,10964.0,10984.0,10986.0,10954.0,10934.0,10987.0
10977.0,0.0,0.3833,0.4833,0.46665,0.45,0.5,0.55,0.6167,0.55
10989.0,0.3833,0.0,0.3833,0.35,0.25,0.23335,0.35,0.65,0.3166499999999999
10933.0,0.4833,0.3833,0.0,0.55,0.4,0.38335,0.3,0.4667,0.4
10964.0,0.46665,0.35,0.55,0.0,0.3333500000000001,0.35,0.48335,0.61665,0.4
10984.0,0.45,0.25,0.4,0.3333500000000001,0.0,0.3,0.38335,0.61665,0.3166499999999999
10986.0,0.5,0.23335,0.38335,0.35,0.3,0.0,0.2332999999999999,0.6333,0.38335
10954.0,0.55,0.35,0.3,0.48335,0.38335,0.2332999999999999,0.0,0.5,0.3166499999999999
10934.0,0.6167,0.65,0.4667,0.61665,0.61665,0.6333,0.5,0.0,0.7333500000000001
10987.0,0.55,0.3166499999999999,0.4,0.4,0.3166499999999999,0.38335,0.3166499999999999,0.7333500000000001,0.0
