,1190.0,1276.0,1262.0,1269.0,1202.0,1266.0,1267.0,1268.0,1245.0,1260.0
1190.0,0.0,0.15,0.225,0.45,0.65,0.55,0.4,0.475,0.4,0.35
1276.0,0.15,0.0,0.15,0.4,0.4,0.475,0.275,0.45,0.2,0.175
1262.0,0.225,0.15,0.0,0.45,0.575,0.525,0.275,0.5,0.325,0.325
1269.0,0.45,0.4,0.45,0.0,0.625,0.475,0.575,0.65,0.55,0.35
1202.0,0.65,0.4,0.575,0.625,0.0,0.625,0.55,0.5,0.35,0.2
1266.0,0.55,0.475,0.525,0.475,0.625,0.0,0.425,0.275,0.4,0.3
1267.0,0.4,0.275,0.275,0.575,0.55,0.425,0.0,0.25,0.225,0.275
1268.0,0.475,0.45,0.5,0.65,0.5,0.275,0.25,0.0,0.3,0.225
1245.0,0.4,0.2,0.325,0.55,0.35,0.4,0.225,0.3,0.0,0.15
1260.0,0.35,0.175,0.325,0.35,0.2,0.3,0.275,0.225,0.15,0.0
