,10977.0,10989.0,10933.0,10964.0,10984.0,10986.0,10954.0,10934.0,10987.0
10977.0,0.0,0.8,0.825,0.725,0.7,0.725,0.775,0.95,0.775
10989.0,0.8,0.0,0.675,0.75,0.5,0.55,0.575,0.775,0.6
10933.0,0.825,0.675,0.0,0.8,0.675,0.6,0.5,0.575,0.675
10964.0,0.725,0.75,0.8,0.0,0.675,0.8,0.725,0.9,0.725
10984.0,0.7,0.5,0.675,0.675,0.0,0.575,0.6,0.75,0.525
10986.0,0.725,0.55,0.6,0.8,0.575,0.0,0.625,0.775,0.525
10954.0,0.775,0.575,0.5,0.725,0.6,0.625,0.0,0.675,0.55
10934.0,0.95,0.775,0.575,0.9,0.75,0.775,0.675,0.0,0.825
10987.0,0.775,0.6,0.675,0.725,0.525,0.525,0.55,0.825,0.0
