,10977.0,10989.0,10933.0,10964.0,10984.0,10986.0,10954.0,10934.0,10987.0
10977.0,0.0,0.5,0.775,0.55,0.475,0.625,0.675,0.75,0.575
10989.0,0.5,0.0,0.475,0.5,0.25,0.25,0.425,0.7,0.275
10933.0,0.775,0.475,0.0,0.625,0.5,0.475,0.325,0.475,0.525
10964.0,0.55,0.5,0.625,0.0,0.45,0.55,0.6,0.575,0.575
10984.0,0.475,0.25,0.5,0.45,0.0,0.375,0.4,0.6,0.25
10986.0,0.625,0.25,0.475,0.55,0.375,0.0,0.3,0.625,0.4
10954.0,0.675,0.425,0.325,0.6,0.4,0.3,0.0,0.525,0.4
10934.0,0.75,0.7,0.475,0.575,0.6,0.625,0.525,0.0,0.8
10987.0,0.575,0.275,0.525,0.575,0.25,0.4,0.4,0.8,0.0
