,10977.0,10989.0,10933.0,10964.0,10984.0,10986.0,10954.0,10934.0,10987.0
10977.0,0.0,0.2,0.35,0.325,0.3,0.35,0.325,0.4,0.325
10989.0,0.2,0.0,0.125,0.175,0.125,0.15,0.2,0.3,0.15
10933.0,0.35,0.125,0.0,0.2,0.1,0.25,0.075,0.3,0.25
10964.0,0.325,0.175,0.2,0.0,0.25,0.275,0.125,0.225,0.2
10984.0,0.3,0.125,0.1,0.25,0.0,0.275,0.2,0.225,0.2
10986.0,0.35,0.15,0.25,0.275,0.275,0.0,0.175,0.375,0.25
10954.0,0.325,0.2,0.075,0.125,0.2,0.175,0.0,0.25,0.225
10934.0,0.4,0.3,0.3,0.225,0.225,0.375,0.25,0.0,0.225
10987.0,0.325,0.15,0.25,0.2,0.2,0.25,0.225,0.225,0.0
