,10977.0,10989.0,10933.0,10964.0,10984.0,10986.0,10954.0,10934.0,10987.0
10977.0,0.0,0.15,0.2,0.275,0.175,0.15,0.225,0.3,0.275
10989.0,0.15,0.0,0.1,0.125,0.05,0.1,0.15,0.15,0.15
10933.0,0.2,0.1,0.0,0.175,0.05,0.25,0.05,0.275,0.2
10964.0,0.275,0.125,0.175,0.0,0.15,0.125,0.1,0.225,0.175
10984.0,0.175,0.05,0.05,0.15,0.0,0.15,0.175,0.15,0.15
10986.0,0.15,0.1,0.25,0.125,0.15,0.0,0.1,0.375,0.15
10954.0,0.225,0.15,0.05,0.1,0.175,0.1,0.0,0.15,0.175
10934.0,0.3,0.15,0.275,0.225,0.15,0.375,0.15,0.0,0.1
10987.0,0.275,0.15,0.2,0.175,0.15,0.15,0.175,0.1,0.0
