,10977.0,10989.0,10933.0,10964.0,10984.0,10986.0,10954.0,10934.0,10987.0
10977.0,0.0,0.2,0.4,0.4,0.5,0.45,0.3,0.5,0.45
10989.0,0.2,0.0,0.25,0.3,0.25,0.35,0.45,0.45,0.2
10933.0,0.4,0.25,0.0,0.5,0.45,0.6,0.4,0.4,0.25
10964.0,0.4,0.3,0.5,0.0,0.35,0.5,0.2,0.35,0.4
10984.0,0.5,0.25,0.45,0.35,0.0,0.4,0.15,0.35,0.25
10986.0,0.45,0.35,0.6,0.5,0.4,0.0,0.3,0.45,0.3
10954.0,0.3,0.45,0.4,0.2,0.15,0.3,0.0,0.15,0.3
10934.0,0.5,0.45,0.4,0.35,0.35,0.45,0.15,0.0,0.25
10987.0,0.45,0.2,0.25,0.4,0.25,0.3,0.3,0.25,0.0
