,10977.0,10989.0,10933.0,10964.0,10984.0,10986.0,10954.0,10934.0,10987.0
10977.0,0.0,0.1,0.35,0.25,0.2,0.05,0.1,0.3,0.25
10989.0,0.1,0.0,0.2,0.15,0.15,0.05,0.15,0.2,0.05
10933.0,0.35,0.2,0.0,0.4,0.2,0.25,0.15,0.1,0.15
10964.0,0.25,0.15,0.4,0.0,0.2,0.15,0.05,0.3,0.25
10984.0,0.2,0.15,0.2,0.2,0.0,0.1,0.15,0.15,0.15
10986.0,0.05,0.05,0.25,0.15,0.1,0.0,0.1,0.4,0.2
10954.0,0.1,0.15,0.15,0.05,0.15,0.1,0.0,0.15,0.15
10934.0,0.3,0.2,0.1,0.3,0.15,0.4,0.15,0.0,0.1
10987.0,0.25,0.05,0.15,0.25,0.15,0.2,0.15,0.1,0.0
