 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.760,0.281,0.250,0.141,0.311,0.136,0.579,0.297,0.538,0.453,0.172,0.436,0.361,0.406,0.481,0.190,0.183,0.014,0.243,0.122
f_min.final_model.000.01.det_cont.csv,0.500,0.154,0.200,0.222,0.431,0.193,0.361,0.357,0.553,0.628,0.259,0.309,0.382,0.268,0.698,0.265,0.280,0.031,0.371,0.041
f_min.final_model.000.02.det_cont.csv,0.594,0.455,0.435,0.087,0.190,0.219,0.705,0.155,0.424,0.300,0.072,0.329,0.329,0.708,0.343,0.153,0.062,0.012,0.140,0.329
f_min.final_model.000.03.det_cont.csv,0.362,0.352,0.520,0.422,0.365,0.535,0.286,0.254,0.246,0.259,0.294,0.129,0.213,0.222,0.268,0.538,0.319,0.000,0.203,0.121
f_min.final_model.000.04.det_cont.csv,0.321,0.172,0.203,0.341,0.571,0.196,0.206,0.533,0.294,0.575,0.452,0.161,0.211,0.122,0.500,0.310,0.462,0.000,0.444,0.015
f_min.final_model.000.05.det_cont.csv,0.227,0.119,0.040,0.000,0.074,0.000,0.317,0.056,0.281,0.129,0.000,0.565,0.434,0.343,0.177,0.016,0.000,0.179,0.062,0.101
f_min.final_model.000.06.det_cont.csv,0.317,0.203,0.250,0.360,0.630,0.250,0.214,0.444,0.339,0.565,0.346,0.213,0.238,0.179,0.562,0.362,0.375,0.030,0.450,0.026
f_min.final_model.000.07.det_cont.csv,0.468,0.269,0.275,0.086,0.169,0.164,0.550,0.147,0.509,0.250,0.114,0.491,0.593,0.538,0.339,0.161,0.072,0.056,0.118,0.117
f_min.final_model.000.08.det_cont.csv,0.350,0.087,0.130,0.269,0.521,0.115,0.239,0.490,0.304,0.556,0.360,0.286,0.226,0.169,0.553,0.216,0.422,0.000,0.491,0.000
f_min.final_model.000.09.det_cont.csv,0.075,0.158,0.211,0.462,0.333,0.311,0.042,0.523,0.032,0.151,0.735,0.000,0.047,0.000,0.123,0.359,0.528,0.000,0.462,0.000
f_min.final_model.000.10.det_cont.csv,0.108,0.138,0.045,0.000,0.000,0.000,0.138,0.000,0.049,0.000,0.000,0.286,0.155,0.157,0.000,0.000,0.000,0.239,0.000,0.218
f_min.final_model.000.11.det_cont.csv,0.159,0.138,0.041,0.000,0.029,0.000,0.262,0.014,0.161,0.078,0.000,0.449,0.339,0.254,0.108,0.000,0.000,0.250,0.012,0.119
f_min.final_model.000.12.det_cont.csv,0.435,0.221,0.323,0.276,0.446,0.310,0.379,0.312,0.473,0.444,0.226,0.333,0.448,0.342,0.528,0.373,0.241,0.000,0.274,0.063
f_min.final_model.000.13.det_cont.csv,0.491,0.549,0.640,0.250,0.283,0.469,0.426,0.231,0.242,0.233,0.241,0.134,0.176,0.362,0.242,0.435,0.214,0.014,0.187,0.270
f_min.final_model.000.14.det_cont.csv,0.358,0.491,0.333,0.027,0.037,0.130,0.500,0.024,0.239,0.111,0.013,0.281,0.211,0.515,0.153,0.059,0.000,0.041,0.022,0.458
f_min.final_model.000.15.det_cont.csv,0.271,0.107,0.162,0.370,0.558,0.206,0.182,0.826,0.246,0.500,0.617,0.176,0.183,0.114,0.421,0.296,0.532,0.000,0.788,0.000
f_min.final_model.000.16.det_cont.csv,0.517,0.149,0.114,0.118,0.297,0.068,0.476,0.284,0.566,0.481,0.164,0.640,0.536,0.408,0.566,0.143,0.175,0.027,0.284,0.036
f_min.final_model.000.17.det_cont.csv,0.125,0.136,0.054,0.000,0.000,0.000,0.186,0.000,0.090,0.014,0.000,0.358,0.267,0.200,0.043,0.000,0.000,0.347,0.000,0.169
f_min.final_model.000.18.det_cont.csv,0.266,0.630,0.444,0.119,0.058,0.193,0.297,0.000,0.058,0.014,0.000,0.075,0.013,0.364,0.014,0.088,0.032,0.048,0.000,0.551
f_min.final_model.000.19.det_cont.csv,0.310,0.526,0.406,0.054,0.024,0.194,0.319,0.023,0.118,0.051,0.026,0.091,0.060,0.397,0.062,0.104,0.000,0.130,0.010,0.760
