 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.271,0.197,0.382,0.632,0.510,0.660,0.434,0.310,0.490,0.500,0.304,0.344,0.172,0.254,0.482,0.482,0.092,0.517,0.300,0.321
f_min.final_model.000.01.det_cont.csv,0.421,0.286,0.568,0.433,0.718,0.490,0.468,0.190,0.683,0.222,0.347,0.519,0.271,0.396,0.652,0.246,0.164,0.333,0.246,0.340
f_min.final_model.000.02.det_cont.csv,0.119,0.094,0.233,0.726,0.313,0.386,0.429,0.500,0.286,0.719,0.160,0.235,0.065,0.128,0.329,0.470,0.024,0.721,0.333,0.222
f_min.final_model.000.03.det_cont.csv,0.333,0.273,0.314,0.355,0.327,0.233,0.489,0.340,0.288,0.339,0.391,0.283,0.372,0.204,0.254,0.254,0.265,0.262,0.683,0.161
f_min.final_model.000.04.det_cont.csv,0.621,0.444,0.590,0.317,0.538,0.353,0.348,0.170,0.590,0.129,0.553,0.469,0.421,0.500,0.500,0.095,0.326,0.185,0.280,0.200
f_min.final_model.000.05.det_cont.csv,0.019,0.014,0.113,0.211,0.136,0.382,0.150,0.078,0.211,0.262,0.031,0.145,0.017,0.047,0.188,0.434,0.000,0.292,0.060,0.489
f_min.final_model.000.06.det_cont.csv,0.436,0.345,0.614,0.313,0.533,0.345,0.365,0.164,0.578,0.129,0.447,0.446,0.400,0.438,0.472,0.147,0.294,0.194,0.281,0.232
f_min.final_model.000.07.det_cont.csv,0.164,0.108,0.197,0.500,0.283,0.483,0.436,0.339,0.317,0.500,0.169,0.236,0.092,0.100,0.344,0.593,0.057,0.516,0.306,0.481
f_min.final_model.000.08.det_cont.csv,0.385,0.385,0.643,0.265,0.523,0.407,0.302,0.062,0.605,0.116,0.404,0.612,0.326,0.426,0.551,0.134,0.280,0.200,0.183,0.288
f_min.final_model.000.09.det_cont.csv,0.324,0.615,0.277,0.069,0.137,0.081,0.154,0.091,0.176,0.030,0.462,0.429,0.486,0.487,0.175,0.000,0.719,0.027,0.292,0.074
f_min.final_model.000.10.det_cont.csv,0.000,0.000,0.000,0.116,0.000,0.175,0.000,0.091,0.034,0.153,0.000,0.000,0.000,0.000,0.015,0.241,0.000,0.136,0.069,0.160
f_min.final_model.000.11.det_cont.csv,0.000,0.000,0.046,0.197,0.065,0.271,0.097,0.079,0.097,0.267,0.000,0.083,0.000,0.015,0.119,0.364,0.000,0.221,0.061,0.320
f_min.final_model.000.12.det_cont.csv,0.292,0.231,0.426,0.446,0.415,0.474,0.674,0.222,0.510,0.308,0.423,0.450,0.278,0.271,0.500,0.377,0.180,0.373,0.362,0.389
f_min.final_model.000.13.det_cont.csv,0.318,0.226,0.281,0.525,0.291,0.250,0.490,0.587,0.237,0.473,0.346,0.221,0.250,0.183,0.231,0.356,0.172,0.443,0.667,0.109
f_min.final_model.000.14.det_cont.csv,0.049,0.025,0.053,0.433,0.149,0.229,0.197,0.463,0.113,0.611,0.027,0.085,0.000,0.000,0.162,0.387,0.000,0.492,0.209,0.149
f_min.final_model.000.15.det_cont.csv,0.378,0.702,0.604,0.253,0.415,0.333,0.242,0.085,0.510,0.104,0.510,0.673,0.408,0.705,0.448,0.077,0.565,0.165,0.234,0.210
f_min.final_model.000.16.det_cont.csv,0.231,0.188,0.411,0.500,0.426,0.792,0.362,0.145,0.519,0.318,0.267,0.435,0.164,0.283,0.564,0.458,0.088,0.424,0.174,0.540
f_min.final_model.000.17.det_cont.csv,0.000,0.000,0.000,0.117,0.015,0.206,0.030,0.095,0.045,0.185,0.000,0.026,0.000,0.000,0.056,0.288,0.000,0.167,0.044,0.288
f_min.final_model.000.18.det_cont.csv,0.019,0.000,0.000,0.303,0.047,0.070,0.113,0.500,0.015,0.426,0.031,0.000,0.070,0.000,0.027,0.188,0.032,0.333,0.268,0.000
f_min.final_model.000.19.det_cont.csv,0.048,0.024,0.025,0.324,0.097,0.100,0.157,0.528,0.052,0.413,0.040,0.011,0.014,0.000,0.060,0.257,0.000,0.371,0.277,0.000
