 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.341,0.460,0.321,0.145,0.214,0.132,0.186,0.129,0.250,0.068,0.457,0.356,0.632,0.417,0.222,0.027,0.667,0.037,0.333,0.062
f_min.final_model.000.01.det_cont.csv,0.405,0.674,0.574,0.264,0.412,0.306,0.254,0.088,0.510,0.108,0.479,0.615,0.375,0.674,0.446,0.080,0.533,0.156,0.206,0.200
f_min.final_model.000.02.det_cont.csv,0.176,0.130,0.136,0.438,0.177,0.155,0.339,0.744,0.154,0.482,0.200,0.104,0.175,0.090,0.123,0.262,0.129,0.385,0.481,0.058
f_min.final_model.000.03.det_cont.csv,0.244,0.194,0.449,0.419,0.468,0.368,0.578,0.246,0.479,0.274,0.333,0.397,0.260,0.255,0.368,0.322,0.158,0.344,0.377,0.327
f_min.final_model.000.04.det_cont.csv,0.405,0.540,0.644,0.358,0.469,0.350,0.370,0.104,0.574,0.155,0.578,0.787,0.435,0.636,0.558,0.141,0.408,0.203,0.267,0.241
f_min.final_model.000.05.det_cont.csv,0.286,0.191,0.393,0.583,0.551,0.635,0.418,0.279,0.529,0.458,0.250,0.375,0.186,0.246,0.518,0.441,0.106,0.525,0.290,0.382
f_min.final_model.000.06.det_cont.csv,0.256,0.286,0.211,0.284,0.218,0.118,0.408,0.408,0.169,0.283,0.404,0.234,0.386,0.218,0.134,0.188,0.306,0.200,0.614,0.081
f_min.final_model.000.07.det_cont.csv,0.409,0.356,0.604,0.446,0.630,0.474,0.510,0.149,0.711,0.232,0.396,0.611,0.278,0.442,0.750,0.254,0.263,0.333,0.234,0.339
f_min.final_model.000.08.det_cont.csv,0.180,0.132,0.298,0.400,0.358,0.500,0.510,0.175,0.396,0.302,0.246,0.333,0.100,0.180,0.446,0.500,0.045,0.391,0.188,0.600
f_min.final_model.000.09.det_cont.csv,0.533,0.422,0.605,0.300,0.595,0.360,0.298,0.130,0.564,0.169,0.450,0.449,0.293,0.372,0.545,0.133,0.302,0.188,0.212,0.229
f_min.final_model.000.10.det_cont.csv,0.265,0.194,0.400,0.621,0.596,0.556,0.571,0.328,0.540,0.441,0.276,0.403,0.190,0.250,0.585,0.424,0.108,0.533,0.362,0.364
f_min.final_model.000.11.det_cont.csv,0.167,0.125,0.130,0.397,0.152,0.149,0.279,0.660,0.130,0.458,0.190,0.100,0.207,0.086,0.104,0.214,0.141,0.348,0.481,0.056
f_min.final_model.000.12.det_cont.csv,0.000,0.000,0.000,0.100,0.000,0.200,0.014,0.109,0.029,0.162,0.000,0.013,0.000,0.000,0.040,0.258,0.000,0.147,0.043,0.278
f_min.final_model.000.13.det_cont.csv,0.086,0.052,0.147,0.484,0.267,0.441,0.368,0.322,0.258,0.536,0.087,0.173,0.029,0.056,0.288,0.700,0.000,0.550,0.270,0.434
f_min.final_model.000.14.det_cont.csv,0.405,0.458,0.489,0.217,0.300,0.213,0.241,0.117,0.367,0.071,0.641,0.481,0.735,0.585,0.321,0.028,0.512,0.079,0.380,0.121
f_min.final_model.000.15.det_cont.csv,0.325,0.291,0.259,0.328,0.245,0.154,0.388,0.417,0.193,0.310,0.444,0.238,0.395,0.222,0.172,0.250,0.312,0.258,0.750,0.082
f_min.final_model.000.16.det_cont.csv,0.033,0.013,0.013,0.301,0.086,0.076,0.130,0.500,0.040,0.410,0.014,0.000,0.014,0.000,0.049,0.214,0.000,0.310,0.231,0.000
f_min.final_model.000.17.det_cont.csv,0.364,0.418,0.667,0.333,0.490,0.414,0.389,0.103,0.630,0.137,0.532,0.700,0.396,0.587,0.519,0.155,0.373,0.216,0.222,0.281
f_min.final_model.000.18.det_cont.csv,0.280,0.439,0.549,0.333,0.481,0.387,0.339,0.082,0.580,0.160,0.333,0.648,0.246,0.481,0.654,0.162,0.298,0.237,0.157,0.283
f_min.final_model.000.19.det_cont.csv,0.318,0.246,0.490,0.607,0.511,0.429,0.780,0.281,0.521,0.328,0.429,0.482,0.300,0.315,0.509,0.333,0.172,0.354,0.389,0.291
