 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv,f_min.final_model.000.29.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.424,0.814,0.653,0.190,0.152,0.340,0.387,0.129,0.152,0.123,0.164,0.103,0.113,0.409,0.134,0.250,0.117,0.015,0.100,0.436,0.474,0.246,0.295,0.111,0.074,0.538,0.072,0.783,0.069,0.101
f_min.final_model.000.01.det_cont.csv,0.491,0.134,0.162,0.063,0.233,0.131,0.500,0.222,0.850,0.420,0.113,0.490,0.481,0.444,0.510,0.145,0.102,0.047,0.211,0.055,0.262,0.411,0.400,0.062,0.203,0.099,0.261,0.111,0.250,0.000
f_min.final_model.000.02.det_cont.csv,0.149,0.224,0.345,0.938,0.500,0.455,0.068,0.333,0.045,0.179,0.422,0.015,0.043,0.036,0.169,0.526,0.579,0.000,0.306,0.075,0.328,0.276,0.241,0.000,0.000,0.074,0.224,0.230,0.321,0.000
f_min.final_model.000.03.det_cont.csv,0.375,0.640,0.977,0.327,0.250,0.531,0.343,0.186,0.159,0.149,0.210,0.068,0.122,0.366,0.159,0.438,0.203,0.014,0.150,0.361,0.600,0.349,0.383,0.072,0.041,0.377,0.107,0.654,0.110,0.053
f_min.final_model.000.04.det_cont.csv,0.741,0.397,0.400,0.132,0.292,0.205,0.661,0.247,0.453,0.406,0.143,0.394,0.315,0.618,0.476,0.188,0.135,0.012,0.221,0.280,0.443,0.420,0.477,0.115,0.139,0.311,0.262,0.435,0.221,0.057
f_min.final_model.000.05.det_cont.csv,0.286,0.154,0.238,0.500,0.921,0.236,0.169,0.551,0.237,0.458,0.417,0.161,0.169,0.111,0.431,0.348,0.524,0.000,0.545,0.013,0.286,0.368,0.407,0.000,0.014,0.013,0.433,0.145,0.510,0.000
f_min.final_model.000.06.det_cont.csv,0.516,0.444,0.403,0.093,0.187,0.254,0.768,0.150,0.369,0.246,0.105,0.354,0.353,0.656,0.290,0.182,0.081,0.012,0.122,0.278,0.540,0.382,0.373,0.153,0.117,0.329,0.146,0.439,0.098,0.035
f_min.final_model.000.07.det_cont.csv,0.242,0.357,0.580,0.489,0.276,0.917,0.200,0.242,0.138,0.145,0.302,0.028,0.116,0.167,0.156,0.658,0.354,0.000,0.194,0.149,0.464,0.386,0.400,0.000,0.000,0.164,0.145,0.379,0.190,0.014
f_min.final_model.000.08.det_cont.csv,0.171,0.134,0.197,0.396,0.370,0.255,0.105,0.750,0.121,0.315,0.865,0.058,0.100,0.046,0.254,0.340,0.512,0.015,0.686,0.000,0.242,0.197,0.185,0.000,0.000,0.013,0.554,0.127,0.389,0.042
f_min.final_model.000.09.det_cont.csv,0.436,0.123,0.169,0.208,0.479,0.158,0.350,0.451,0.511,0.889,0.269,0.273,0.370,0.239,0.821,0.224,0.265,0.016,0.431,0.028,0.215,0.382,0.451,0.000,0.046,0.056,0.424,0.116,0.412,0.000
