 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.432,0.688,0.592,0.319,0.462,0.308,0.322,0.130,0.500,0.147,0.562,0.692,0.400,0.689,0.491,0.133,0.490,0.192,0.290,0.188,0.333
f_min.final_model.000.01.det_cont.csv,0.864,0.553,0.514,0.237,0.459,0.260,0.273,0.167,0.474,0.123,0.559,0.404,0.412,0.459,0.400,0.086,0.378,0.127,0.318,0.125,0.389
f_min.final_model.000.02.det_cont.csv,0.447,0.490,0.750,0.338,0.511,0.328,0.346,0.111,0.591,0.147,0.595,0.667,0.476,0.659,0.510,0.116,0.413,0.181,0.286,0.214,0.362
f_min.final_model.000.03.det_cont.csv,0.405,0.296,0.595,0.448,0.912,0.480,0.457,0.196,0.675,0.271,0.362,0.453,0.255,0.413,0.609,0.233,0.170,0.344,0.255,0.300,0.196
f_min.final_model.000.04.det_cont.csv,0.167,0.114,0.269,0.759,0.339,0.460,0.491,0.491,0.371,0.661,0.188,0.301,0.132,0.169,0.415,0.508,0.067,0.695,0.338,0.297,0.129
f_min.final_model.000.05.det_cont.csv,0.265,0.194,0.481,0.516,0.531,0.787,0.400,0.185,0.540,0.328,0.276,0.426,0.169,0.293,0.615,0.424,0.108,0.460,0.215,0.442,0.127
f_min.final_model.000.06.det_cont.csv,0.325,0.203,0.360,0.491,0.435,0.316,0.889,0.333,0.388,0.382,0.354,0.368,0.250,0.222,0.389,0.389,0.145,0.383,0.489,0.269,0.292
f_min.final_model.000.07.det_cont.csv,0.170,0.106,0.111,0.475,0.193,0.185,0.321,0.944,0.129,0.560,0.155,0.081,0.107,0.062,0.132,0.283,0.066,0.441,0.440,0.062,0.208
f_min.final_model.000.08.det_cont.csv,0.562,0.545,0.585,0.262,0.370,0.286,0.354,0.161,0.413,0.123,1.000,0.531,0.583,0.537,0.358,0.108,0.500,0.143,0.426,0.145,0.513
f_min.final_model.000.09.det_cont.csv,0.125,0.080,0.164,0.667,0.267,0.328,0.393,0.560,0.219,0.955,0.136,0.158,0.045,0.070,0.269,0.518,0.014,0.632,0.356,0.188,0.125
f_min.final_model.000.10.det_cont.csv,0.382,0.383,0.292,0.129,0.200,0.095,0.192,0.148,0.216,0.077,0.475,0.286,0.688,0.364,0.169,0.030,0.541,0.027,0.391,0.053,0.750
f_min.final_model.000.11.det_cont.csv,0.170,0.111,0.262,0.774,0.364,0.377,0.540,0.510,0.283,0.667,0.194,0.261,0.113,0.154,0.355,0.448,0.059,0.586,0.411,0.230,0.164
f_min.final_model.000.12.det_cont.csv,0.310,0.460,0.489,0.261,0.478,0.400,0.250,0.061,0.522,0.114,0.340,0.538,0.265,0.478,0.604,0.149,0.300,0.214,0.143,0.308,0.185
f_min.final_model.000.13.det_cont.csv,0.395,0.775,0.360,0.118,0.222,0.136,0.153,0.115,0.259,0.056,0.477,0.444,0.429,0.500,0.271,0.027,0.703,0.051,0.273,0.065,0.378
f_min.final_model.000.14.det_cont.csv,0.412,0.610,0.432,0.159,0.298,0.186,0.145,0.068,0.340,0.029,0.538,0.490,0.571,0.743,0.273,0.000,0.568,0.054,0.226,0.109,0.462
f_min.final_model.000.15.det_cont.csv,0.333,0.254,0.246,0.397,0.255,0.219,0.420,0.449,0.224,0.386,0.388,0.209,0.340,0.190,0.200,0.345,0.245,0.323,0.921,0.095,0.413
f_min.final_model.000.16.det_cont.csv,0.119,0.091,0.227,0.581,0.339,0.492,0.373,0.421,0.350,0.561,0.147,0.247,0.058,0.145,0.333,0.517,0.027,0.811,0.317,0.317,0.071
f_min.final_model.000.17.det_cont.csv,0.091,0.054,0.136,0.460,0.237,0.439,0.389,0.293,0.230,0.509,0.108,0.164,0.015,0.043,0.281,1.000,0.000,0.525,0.305,0.377,0.045
f_min.final_model.000.18.det_cont.csv,0.109,0.072,0.162,0.585,0.273,0.453,0.387,0.458,0.265,0.679,0.107,0.200,0.054,0.077,0.310,0.661,0.013,0.656,0.313,0.400,0.096
f_min.final_model.000.19.det_cont.csv,0.089,0.063,0.208,0.191,0.240,0.392,0.231,0.049,0.306,0.180,0.089,0.233,0.077,0.127,0.291,0.365,0.017,0.234,0.065,0.771,0.036
f_min.final_model.000.20.det_cont.csv,0.208,0.169,0.404,0.429,0.420,0.739,0.281,0.141,0.521,0.306,0.228,0.361,0.140,0.246,0.455,0.481,0.062,0.419,0.154,0.511,0.081
f_min.final_model.000.21.det_cont.csv,0.300,0.361,0.538,0.347,0.529,0.426,0.356,0.111,0.600,0.173,0.351,0.500,0.220,0.393,0.673,0.208,0.250,0.267,0.171,0.300,0.156
f_min.final_model.000.22.det_cont.csv,0.424,0.354,0.319,0.179,0.200,0.113,0.265,0.216,0.216,0.129,0.513,0.309,0.742,0.364,0.169,0.045,0.462,0.085,0.455,0.071,1.000
f_min.final_model.000.23.det_cont.csv,0.100,0.063,0.110,0.441,0.179,0.173,0.246,0.558,0.125,0.561,0.114,0.083,0.028,0.039,0.143,0.333,0.000,0.455,0.297,0.068,0.087
