 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv,f_min.final_model.000.29.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.245,0.176,0.235,0.378,0.415,0.233,0.153,0.452,0.184,0.410,0.514,0.075,0.151,0.071,0.349,0.382,0.441,0.000,0.346,0.017,0.269,0.235,0.245,0.000,0.000,0.033,0.291,0.164,0.341,0.000
f_min.final_model.000.01.det_cont.csv,0.300,0.108,0.154,0.286,0.522,0.161,0.194,0.698,0.273,0.558,0.548,0.169,0.197,0.115,0.458,0.229,0.452,0.000,0.577,0.000,0.200,0.250,0.304,0.000,0.015,0.014,0.566,0.101,0.449,0.000
f_min.final_model.000.02.det_cont.csv,0.333,0.138,0.222,0.383,0.674,0.264,0.206,0.630,0.309,0.533,0.489,0.224,0.230,0.141,0.500,0.326,0.537,0.000,0.556,0.000,0.270,0.400,0.442,0.000,0.015,0.013,0.491,0.130,0.521,0.000
f_min.final_model.000.03.det_cont.csv,0.491,0.177,0.226,0.231,0.449,0.222,0.373,0.423,0.479,0.744,0.294,0.296,0.321,0.257,0.732,0.250,0.292,0.016,0.383,0.057,0.274,0.407,0.510,0.000,0.046,0.087,0.377,0.167,0.412,0.000
f_min.final_model.000.04.det_cont.csv,0.661,0.426,0.385,0.114,0.250,0.231,0.827,0.189,0.518,0.367,0.127,0.424,0.397,0.645,0.441,0.175,0.101,0.013,0.183,0.239,0.500,0.475,0.443,0.113,0.155,0.309,0.225,0.379,0.178,0.024
f_min.final_model.000.05.det_cont.csv,0.448,0.773,0.620,0.150,0.118,0.315,0.410,0.097,0.188,0.123,0.109,0.119,0.129,0.431,0.134,0.226,0.063,0.030,0.073,0.491,0.448,0.227,0.295,0.129,0.090,0.600,0.060,0.708,0.041,0.118
f_min.final_model.000.06.det_cont.csv,0.500,0.426,0.343,0.054,0.149,0.143,0.610,0.100,0.371,0.224,0.026,0.377,0.313,0.672,0.269,0.072,0.027,0.013,0.102,0.354,0.388,0.343,0.333,0.179,0.139,0.413,0.153,0.400,0.089,0.076
f_min.final_model.000.07.det_cont.csv,0.404,0.088,0.100,0.102,0.286,0.047,0.367,0.250,0.440,0.438,0.155,0.614,0.442,0.348,0.500,0.109,0.189,0.016,0.254,0.027,0.212,0.351,0.316,0.138,0.232,0.027,0.328,0.083,0.377,0.000
f_min.final_model.000.08.det_cont.csv,0.509,0.305,0.404,0.214,0.364,0.400,0.441,0.258,0.471,0.385,0.186,0.233,0.393,0.373,0.471,0.391,0.179,0.000,0.208,0.130,0.431,0.667,0.773,0.000,0.029,0.145,0.257,0.328,0.206,0.014
f_min.final_model.000.09.det_cont.csv,0.593,0.404,0.361,0.076,0.164,0.177,0.630,0.157,0.393,0.293,0.123,0.351,0.350,0.532,0.322,0.175,0.078,0.014,0.125,0.209,0.536,0.317,0.306,0.200,0.154,0.302,0.167,0.377,0.113,0.040
