 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv,f_min.final_model.000.29.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.155,0.188,0.274,0.718,0.480,0.380,0.063,0.481,0.072,0.268,0.500,0.028,0.041,0.022,0.213,0.465,0.625,0.000,0.410,0.055,0.262,0.215,0.242,0.000,0.014,0.054,0.338,0.176,0.415,0.000
f_min.final_model.000.01.det_cont.csv,0.265,0.096,0.137,0.315,0.529,0.177,0.173,0.800,0.238,0.500,0.622,0.167,0.174,0.105,0.418,0.241,0.468,0.000,0.765,0.000,0.178,0.239,0.306,0.000,0.014,0.000,0.655,0.091,0.519,0.026
f_min.final_model.000.02.det_cont.csv,0.403,0.884,0.714,0.241,0.179,0.396,0.348,0.123,0.162,0.118,0.156,0.083,0.108,0.371,0.129,0.308,0.129,0.043,0.096,0.464,0.500,0.292,0.367,0.123,0.086,0.537,0.070,0.809,0.067,0.113
f_min.final_model.000.03.det_cont.csv,0.407,0.262,0.333,0.259,0.442,0.373,0.393,0.279,0.442,0.412,0.186,0.321,0.368,0.333,0.471,0.391,0.200,0.015,0.261,0.099,0.383,0.702,0.696,0.000,0.075,0.097,0.294,0.286,0.310,0.000
f_min.final_model.000.04.det_cont.csv,0.344,0.111,0.186,0.365,0.592,0.237,0.239,0.653,0.345,0.562,0.521,0.222,0.266,0.159,0.529,0.288,0.533,0.000,0.607,0.000,0.246,0.383,0.397,0.000,0.027,0.012,0.596,0.105,0.580,0.000
f_min.final_model.000.05.det_cont.csv,0.667,0.254,0.243,0.154,0.281,0.149,0.614,0.269,0.519,0.491,0.185,0.500,0.417,0.478,0.547,0.203,0.177,0.014,0.237,0.118,0.406,0.381,0.371,0.134,0.179,0.178,0.301,0.222,0.277,0.000
f_min.final_model.000.06.det_cont.csv,0.246,0.389,0.592,0.500,0.304,0.789,0.203,0.267,0.159,0.148,0.308,0.043,0.134,0.169,0.159,0.590,0.333,0.000,0.214,0.152,0.473,0.418,0.434,0.000,0.000,0.185,0.162,0.386,0.194,0.014
f_min.final_model.000.07.det_cont.csv,0.435,0.137,0.178,0.233,0.500,0.169,0.379,0.500,0.558,0.773,0.310,0.311,0.424,0.273,0.841,0.228,0.309,0.014,0.476,0.024,0.236,0.483,0.500,0.000,0.083,0.049,0.492,0.130,0.491,0.000
f_min.final_model.000.08.det_cont.csv,0.365,0.111,0.153,0.076,0.258,0.141,0.375,0.209,0.592,0.389,0.123,0.510,0.800,0.377,0.500,0.175,0.113,0.060,0.184,0.025,0.229,0.482,0.446,0.161,0.210,0.051,0.264,0.105,0.197,0.040
f_min.final_model.000.09.det_cont.csv,0.352,0.117,0.148,0.261,0.512,0.132,0.230,0.511,0.300,0.676,0.364,0.185,0.214,0.123,0.548,0.227,0.366,0.000,0.426,0.015,0.197,0.228,0.333,0.000,0.016,0.030,0.444,0.109,0.375,0.000
f_min.final_model.000.10.det_cont.csv,0.618,0.297,0.284,0.138,0.306,0.206,0.625,0.273,0.620,0.500,0.188,0.455,0.400,0.463,0.620,0.207,0.180,0.014,0.257,0.120,0.391,0.536,0.527,0.056,0.147,0.181,0.288,0.261,0.302,0.000
f_min.final_model.000.11.det_cont.csv,0.364,0.909,0.642,0.250,0.171,0.375,0.353,0.118,0.123,0.097,0.149,0.080,0.090,0.338,0.108,0.291,0.141,0.042,0.093,0.491,0.500,0.261,0.288,0.188,0.097,0.593,0.067,0.796,0.064,0.123
f_min.final_model.000.12.det_cont.csv,0.107,0.149,0.053,0.000,0.000,0.000,0.164,0.000,0.103,0.000,0.000,0.321,0.300,0.211,0.027,0.000,0.000,0.333,0.000,0.182,0.137,0.067,0.000,0.643,0.674,0.215,0.011,0.141,0.027,0.210
f_min.final_model.000.13.det_cont.csv,0.452,0.254,0.261,0.027,0.108,0.167,0.559,0.090,0.464,0.197,0.041,0.528,0.518,0.650,0.281,0.092,0.014,0.042,0.080,0.197,0.343,0.381,0.308,0.188,0.274,0.246,0.131,0.222,0.107,0.038
f_min.final_model.000.14.det_cont.csv,0.197,0.177,0.267,0.684,0.651,0.375,0.095,0.480,0.145,0.308,0.500,0.077,0.088,0.048,0.291,0.463,0.722,0.000,0.456,0.028,0.295,0.288,0.298,0.000,0.015,0.027,0.377,0.167,0.532,0.000
f_min.final_model.000.15.det_cont.csv,0.311,0.396,0.638,0.413,0.358,0.595,0.262,0.271,0.161,0.169,0.314,0.076,0.136,0.219,0.180,0.564,0.286,0.000,0.217,0.190,0.633,0.400,0.415,0.031,0.030,0.188,0.164,0.444,0.177,0.014
f_min.final_model.000.16.det_cont.csv,0.286,0.556,0.359,0.056,0.025,0.167,0.296,0.012,0.093,0.039,0.013,0.080,0.049,0.338,0.051,0.076,0.000,0.119,0.000,0.771,0.286,0.101,0.133,0.310,0.129,0.955,0.000,0.517,0.000,0.302
f_min.final_model.000.17.det_cont.csv,0.381,0.110,0.167,0.358,0.612,0.213,0.236,0.577,0.339,0.551,0.423,0.258,0.262,0.171,0.580,0.308,0.489,0.000,0.542,0.000,0.225,0.400,0.439,0.000,0.041,0.000,0.559,0.104,0.667,0.000
f_min.final_model.000.18.det_cont.csv,0.358,0.062,0.100,0.188,0.456,0.099,0.274,0.536,0.383,0.600,0.368,0.262,0.303,0.190,0.596,0.125,0.298,0.041,0.610,0.000,0.167,0.313,0.344,0.000,0.053,0.012,0.745,0.060,0.474,0.051
f_min.final_model.000.19.det_cont.csv,0.518,0.274,0.344,0.273,0.510,0.333,0.381,0.356,0.540,0.510,0.241,0.267,0.379,0.306,0.571,0.375,0.259,0.000,0.309,0.081,0.371,0.640,0.818,0.000,0.028,0.110,0.343,0.277,0.279,0.000
f_min.final_model.000.20.det_cont.csv,0.348,0.048,0.084,0.099,0.288,0.053,0.250,0.294,0.441,0.439,0.143,0.312,0.313,0.229,0.491,0.088,0.169,0.200,0.311,0.000,0.107,0.304,0.313,0.013,0.171,0.011,0.380,0.046,0.323,0.090
f_min.final_model.000.21.det_cont.csv,0.120,0.114,0.157,0.380,0.310,0.224,0.062,0.612,0.070,0.237,0.732,0.027,0.053,0.011,0.188,0.275,0.457,0.062,0.660,0.000,0.183,0.141,0.129,0.000,0.000,0.000,0.618,0.108,0.351,0.101
f_min.final_model.000.22.det_cont.csv,0.379,0.175,0.222,0.161,0.358,0.196,0.390,0.293,0.636,0.468,0.196,0.365,0.562,0.369,0.565,0.245,0.189,0.016,0.273,0.014,0.270,0.711,0.562,0.015,0.113,0.041,0.308,0.164,0.281,0.000
f_min.final_model.000.23.det_cont.csv,0.100,0.242,0.133,0.000,0.000,0.014,0.111,0.000,0.000,0.000,0.000,0.068,0.037,0.141,0.000,0.000,0.000,0.431,0.000,0.456,0.086,0.000,0.000,0.396,0.242,0.448,0.033,0.246,0.000,0.600
f_min.final_model.000.24.det_cont.csv,0.328,0.164,0.254,0.409,0.769,0.255,0.197,0.565,0.302,0.500,0.422,0.193,0.220,0.117,0.468,0.381,0.500,0.000,0.500,0.000,0.283,0.423,0.440,0.000,0.015,0.000,0.439,0.154,0.429,0.000
f_min.final_model.000.25.det_cont.csv,0.667,0.492,0.470,0.104,0.211,0.225,0.672,0.173,0.394,0.271,0.115,0.300,0.301,0.677,0.314,0.191,0.092,0.024,0.143,0.338,0.471,0.366,0.439,0.147,0.127,0.371,0.207,0.508,0.134,0.070
f_min.final_model.000.26.det_cont.csv,0.186,0.164,0.218,0.571,0.550,0.239,0.108,0.444,0.107,0.311,0.462,0.070,0.083,0.039,0.265,0.342,0.606,0.000,0.370,0.016,0.250,0.241,0.226,0.000,0.017,0.015,0.293,0.153,0.400,0.000
f_min.final_model.000.27.det_cont.csv,0.377,0.413,0.533,0.333,0.279,0.439,0.406,0.200,0.225,0.200,0.224,0.284,0.268,0.368,0.192,0.407,0.238,0.013,0.165,0.184,0.727,0.415,0.364,0.174,0.151,0.230,0.149,0.409,0.143,0.012
f_min.final_model.000.28.det_cont.csv,0.167,0.291,0.423,0.676,0.380,0.561,0.113,0.263,0.030,0.138,0.333,0.000,0.043,0.089,0.131,0.487,0.463,0.000,0.227,0.143,0.375,0.276,0.263,0.000,0.000,0.123,0.171,0.293,0.250,0.015
