 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.390,0.452,0.170,0.234,0.452,0.275,0.244,0.455,0.173,0.600,0.255,0.161,0.000,0.083,0.421,0.310,0.032,0.378,0.320,0.304,0.193,0.405,0.250,0.000,0.486,0.154,0.500,0.228,0.300
f_min.final_model.000.01.det_cont.csv,0.477,0.533,0.167,0.179,0.500,0.177,0.333,0.286,0.131,0.333,0.180,0.159,0.000,0.043,0.476,0.340,0.014,0.400,0.345,0.236,0.118,0.634,0.212,0.000,0.395,0.122,0.432,0.238,0.364
f_min.final_model.000.02.det_cont.csv,0.449,0.667,0.101,0.286,0.786,0.254,0.250,0.500,0.210,0.512,0.258,0.097,0.000,0.082,0.581,0.255,0.000,0.689,0.538,0.370,0.302,0.460,0.302,0.000,0.650,0.156,0.475,0.183,0.269
f_min.final_model.000.03.det_cont.csv,0.175,0.224,0.333,0.581,0.340,0.364,0.404,0.396,0.449,0.289,0.480,0.271,0.000,0.316,0.231,0.413,0.136,0.309,0.288,0.707,0.258,0.113,0.512,0.000,0.378,0.441,0.196,0.379,0.240
f_min.final_model.000.04.det_cont.csv,0.121,0.083,0.795,0.230,0.099,0.281,0.377,0.141,0.164,0.121,0.328,0.708,0.119,0.323,0.109,0.385,0.577,0.097,0.078,0.262,0.076,0.070,0.180,0.231,0.113,0.533,0.088,0.381,0.211
f_min.final_model.000.05.det_cont.csv,0.405,0.465,0.123,0.224,0.465,0.218,0.137,0.435,0.145,0.562,0.245,0.117,0.000,0.015,0.514,0.188,0.000,0.455,0.388,0.292,0.250,0.356,0.213,0.000,0.500,0.116,0.516,0.143,0.256
f_min.final_model.000.06.det_cont.csv,0.139,0.132,0.611,0.317,0.178,0.406,0.350,0.236,0.211,0.197,0.413,0.579,0.107,0.343,0.162,0.404,0.429,0.160,0.167,0.371,0.134,0.091,0.231,0.158,0.167,0.613,0.111,0.508,0.222
f_min.final_model.000.07.det_cont.csv,0.308,0.600,0.106,0.438,0.565,0.434,0.136,0.705,0.309,0.735,0.442,0.101,0.000,0.169,0.383,0.179,0.013,0.587,0.571,0.449,0.386,0.296,0.404,0.000,0.575,0.229,0.366,0.174,0.167
f_min.final_model.000.08.det_cont.csv,0.447,0.500,0.159,0.255,0.600,0.246,0.314,0.389,0.200,0.475,0.250,0.152,0.000,0.056,0.625,0.347,0.013,0.622,0.375,0.340,0.215,0.458,0.294,0.000,0.575,0.162,0.514,0.266,0.370
f_min.final_model.000.09.det_cont.csv,0.129,0.277,0.167,0.379,0.317,0.673,0.114,0.410,0.509,0.321,0.536,0.160,0.231,0.450,0.206,0.149,0.087,0.400,0.354,0.367,0.385,0.125,0.426,0.037,0.321,0.386,0.175,0.373,0.088
f_min.final_model.000.10.det_cont.csv,0.622,0.280,0.226,0.245,0.333,0.133,0.475,0.218,0.085,0.244,0.136,0.259,0.000,0.030,0.676,0.450,0.046,0.300,0.169,0.260,0.076,0.348,0.184,0.000,0.410,0.099,0.548,0.327,0.719
f_min.final_model.000.11.det_cont.csv,0.082,0.122,0.500,0.311,0.186,0.500,0.300,0.265,0.339,0.186,0.483,0.450,0.127,0.554,0.086,0.328,0.381,0.167,0.189,0.390,0.169,0.052,0.328,0.118,0.138,0.702,0.047,0.460,0.156
f_min.final_model.000.12.det_cont.csv,0.063,0.203,0.059,0.333,0.246,0.389,0.082,0.321,0.578,0.234,0.345,0.056,0.283,0.415,0.123,0.083,0.000,0.286,0.288,0.273,0.345,0.062,0.444,0.028,0.240,0.250,0.122,0.231,0.051
f_min.final_model.000.13.det_cont.csv,0.203,0.389,0.169,0.440,0.500,0.549,0.207,0.733,0.471,0.550,0.592,0.129,0.014,0.317,0.283,0.232,0.068,0.520,0.538,0.609,0.491,0.197,0.533,0.000,0.467,0.369,0.283,0.200,0.138
f_min.final_model.000.14.det_cont.csv,0.538,0.488,0.083,0.173,0.561,0.172,0.255,0.314,0.085,0.342,0.175,0.079,0.000,0.030,0.629,0.234,0.000,0.477,0.302,0.235,0.183,0.442,0.160,0.000,0.486,0.068,0.548,0.159,0.375
f_min.final_model.000.15.det_cont.csv,0.060,0.027,0.583,0.161,0.056,0.254,0.250,0.099,0.103,0.088,0.258,0.549,0.108,0.339,0.030,0.278,0.580,0.041,0.053,0.175,0.051,0.014,0.095,0.222,0.031,0.508,0.017,0.312,0.158
f_min.final_model.000.16.det_cont.csv,0.641,0.478,0.150,0.182,0.417,0.108,0.340,0.224,0.046,0.250,0.109,0.161,0.000,0.014,0.564,0.348,0.014,0.353,0.281,0.196,0.087,0.571,0.127,0.000,0.405,0.065,0.576,0.222,0.475
f_min.final_model.000.17.det_cont.csv,0.026,0.091,0.269,0.306,0.151,0.517,0.179,0.261,0.500,0.127,0.426,0.239,0.306,0.796,0.027,0.219,0.239,0.164,0.187,0.297,0.264,0.012,0.368,0.089,0.119,0.508,0.030,0.409,0.071
f_min.final_model.000.18.det_cont.csv,0.023,0.122,0.329,0.348,0.179,0.524,0.192,0.301,0.460,0.145,0.484,0.297,0.219,0.714,0.062,0.265,0.280,0.177,0.212,0.338,0.237,0.023,0.387,0.093,0.137,0.656,0.041,0.443,0.092
