 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv,f_min.final_model.000.29.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.241,0.173,0.231,0.405,0.439,0.227,0.150,0.476,0.180,0.436,0.543,0.074,0.148,0.070,0.372,0.371,0.471,0.000,0.365,0.016,0.264,0.231,0.240,0.000,0.000,0.033,0.309,0.161,0.364,0.000
f_min.final_model.000.01.det_cont.csv,0.154,0.169,0.220,0.429,0.367,0.319,0.085,0.628,0.098,0.255,0.879,0.031,0.094,0.037,0.218,0.400,0.568,0.000,0.519,0.000,0.271,0.220,0.207,0.000,0.000,0.014,0.429,0.159,0.388,0.000
f_min.final_model.000.02.det_cont.csv,0.266,0.103,0.164,0.375,0.659,0.214,0.153,0.727,0.237,0.489,0.545,0.161,0.169,0.098,0.431,0.292,0.600,0.000,0.700,0.000,0.209,0.279,0.333,0.000,0.014,0.000,0.564,0.097,0.644,0.000
f_min.final_model.000.03.det_cont.csv,0.453,0.291,0.370,0.192,0.353,0.391,0.386,0.263,0.438,0.404,0.185,0.193,0.358,0.323,0.408,0.381,0.176,0.000,0.209,0.125,0.400,0.574,0.714,0.000,0.000,0.141,0.242,0.293,0.148,0.000
f_min.final_model.000.04.det_cont.csv,0.448,0.773,0.620,0.150,0.118,0.315,0.410,0.097,0.188,0.123,0.109,0.119,0.129,0.431,0.134,0.226,0.063,0.030,0.073,0.491,0.448,0.227,0.295,0.129,0.090,0.600,0.060,0.708,0.041,0.118
f_min.final_model.000.05.det_cont.csv,0.211,0.125,0.138,0.350,0.488,0.143,0.109,0.488,0.151,0.415,0.436,0.091,0.085,0.026,0.356,0.220,0.529,0.019,0.404,0.000,0.169,0.158,0.255,0.000,0.018,0.000,0.321,0.117,0.476,0.017
f_min.final_model.000.06.det_cont.csv,0.533,0.623,0.589,0.167,0.183,0.317,0.541,0.145,0.254,0.227,0.129,0.186,0.192,0.485,0.235,0.281,0.119,0.013,0.116,0.381,0.586,0.328,0.403,0.130,0.080,0.443,0.128,0.636,0.104,0.050
f_min.final_model.000.07.det_cont.csv,0.368,0.108,0.136,0.235,0.522,0.121,0.270,0.553,0.373,0.811,0.354,0.278,0.281,0.192,0.667,0.204,0.356,0.000,0.491,0.000,0.200,0.339,0.431,0.000,0.031,0.014,0.482,0.101,0.511,0.000
f_min.final_model.000.08.det_cont.csv,0.258,0.161,0.230,0.500,0.556,0.275,0.127,0.622,0.186,0.367,0.625,0.095,0.141,0.061,0.346,0.439,0.649,0.000,0.519,0.000,0.279,0.271,0.281,0.000,0.000,0.014,0.431,0.152,0.479,0.000
f_min.final_model.000.09.det_cont.csv,0.534,0.169,0.147,0.121,0.266,0.070,0.444,0.254,0.500,0.418,0.169,0.633,0.448,0.420,0.473,0.148,0.180,0.014,0.240,0.050,0.271,0.344,0.333,0.172,0.258,0.090,0.306,0.145,0.323,0.013
