 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv,f_min.final_model.000.29.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.188,0.196,0.351,0.245,0.213,0.421,0.148,0.250,0.486,0.405,0.425,0.020,0.154,0.304,0.314,0.500,0.138,0.000,0.245,0.017,0.018,0.000,0.000,0.154,0.037,0.211,0.288,0.273,0.000,0.382
f_min.final_model.000.01.det_cont.csv,0.136,0.141,0.388,0.197,0.165,0.440,0.100,0.259,0.921,0.321,0.562,0.015,0.099,0.569,0.306,0.575,0.108,0.014,0.197,0.000,0.000,0.015,0.000,0.114,0.028,0.231,0.393,0.194,0.000,0.383
f_min.final_model.000.02.det_cont.csv,0.143,0.321,0.275,0.188,0.348,0.683,0.197,0.186,0.400,0.595,0.636,0.083,0.271,0.544,0.245,0.429,0.290,0.000,0.407,0.000,0.000,0.031,0.029,0.119,0.145,0.173,0.519,0.420,0.000,0.292
f_min.final_model.000.03.det_cont.csv,0.435,0.450,0.139,0.409,0.710,0.284,0.645,0.261,0.160,0.424,0.328,0.206,0.333,0.265,0.182,0.149,0.656,0.011,0.409,0.278,0.250,0.012,0.101,0.373,0.222,0.182,0.320,0.419,0.086,0.145
f_min.final_model.000.04.det_cont.csv,0.186,0.511,0.189,0.213,0.475,0.426,0.297,0.214,0.283,0.806,0.489,0.105,0.327,0.387,0.180,0.289,0.381,0.000,0.370,0.074,0.060,0.049,0.046,0.141,0.169,0.113,0.509,0.438,0.000,0.176
f_min.final_model.000.05.det_cont.csv,0.162,0.571,0.108,0.153,0.500,0.310,0.373,0.116,0.185,0.451,0.317,0.358,0.464,0.338,0.133,0.196,0.477,0.013,0.383,0.065,0.053,0.028,0.242,0.139,0.418,0.046,0.348,0.300,0.147,0.113
f_min.final_model.000.06.det_cont.csv,0.286,0.429,0.204,0.357,0.413,0.327,0.417,0.373,0.186,0.426,0.333,0.140,0.415,0.275,0.326,0.154,0.459,0.000,0.652,0.136,0.106,0.000,0.029,0.271,0.164,0.245,0.323,0.614,0.014,0.240
f_min.final_model.000.07.det_cont.csv,0.756,0.186,0.161,0.652,0.435,0.113,0.491,0.346,0.111,0.155,0.108,0.102,0.136,0.073,0.245,0.071,0.413,0.076,0.226,0.500,0.460,0.000,0.077,0.705,0.076,0.271,0.108,0.291,0.109,0.170
f_min.final_model.000.08.det_cont.csv,0.161,0.489,0.204,0.169,0.413,0.533,0.269,0.167,0.321,0.718,0.532,0.161,0.364,0.492,0.173,0.333,0.348,0.000,0.434,0.014,0.000,0.031,0.077,0.103,0.224,0.109,0.519,0.420,0.029,0.192
f_min.final_model.000.09.det_cont.csv,0.481,0.393,0.090,0.448,0.565,0.116,0.691,0.238,0.083,0.250,0.143,0.259,0.277,0.103,0.150,0.046,0.565,0.026,0.312,0.361,0.328,0.000,0.114,0.456,0.234,0.169,0.154,0.317,0.145,0.094
f_min.final_model.000.10.det_cont.csv,0.169,0.218,0.476,0.304,0.229,0.610,0.155,0.367,0.523,0.362,0.568,0.016,0.161,0.393,0.487,0.583,0.178,0.000,0.352,0.014,0.000,0.000,0.000,0.161,0.046,0.318,0.339,0.333,0.000,0.513
f_min.final_model.000.11.det_cont.csv,0.108,0.311,0.293,0.162,0.320,0.549,0.203,0.212,0.509,0.481,0.708,0.119,0.308,0.661,0.246,0.458,0.303,0.000,0.433,0.000,0.000,0.027,0.053,0.090,0.174,0.183,0.484,0.350,0.013,0.286
f_min.final_model.000.12.det_cont.csv,0.164,0.107,0.629,0.283,0.157,0.605,0.100,0.378,0.409,0.255,0.422,0.018,0.063,0.290,0.472,0.625,0.095,0.000,0.259,0.015,0.016,0.018,0.016,0.155,0.033,0.432,0.213,0.312,0.000,0.543
f_min.final_model.000.13.det_cont.csv,0.094,0.193,0.370,0.138,0.225,0.558,0.107,0.214,0.545,0.413,0.707,0.033,0.159,0.564,0.255,0.611,0.176,0.000,0.254,0.000,0.000,0.032,0.030,0.074,0.095,0.204,0.379,0.232,0.000,0.333
f_min.final_model.000.14.det_cont.csv,0.129,0.510,0.161,0.153,0.455,0.434,0.296,0.132,0.305,0.644,0.549,0.161,0.414,0.508,0.115,0.264,0.433,0.000,0.431,0.038,0.026,0.043,0.100,0.093,0.219,0.062,0.561,0.322,0.026,0.150
f_min.final_model.000.15.det_cont.csv,0.254,0.453,0.059,0.239,0.477,0.086,0.484,0.185,0.055,0.194,0.113,0.412,0.464,0.118,0.133,0.015,0.500,0.040,0.361,0.206,0.159,0.043,0.262,0.224,0.393,0.097,0.171,0.300,0.219,0.095
f_min.final_model.000.16.det_cont.csv,0.117,0.032,0.538,0.203,0.077,0.455,0.053,0.300,0.625,0.216,0.457,0.000,0.029,0.407,0.366,0.528,0.024,0.000,0.183,0.000,0.000,0.000,0.000,0.111,0.000,0.333,0.262,0.179,0.000,0.500
f_min.final_model.000.17.det_cont.csv,0.426,0.491,0.039,0.400,0.651,0.151,0.667,0.197,0.090,0.302,0.176,0.270,0.364,0.184,0.118,0.056,0.705,0.036,0.358,0.304,0.257,0.013,0.149,0.364,0.284,0.101,0.212,0.323,0.132,0.069
