 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv,f_min.final_model.000.29.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.156,0.262,0.091,0.718,0.479,0.096,0.420,0.076,0.511,0.246,0.246,0.389,0.041,0.000,0.556,0.465,0.379,0.234,0.179,0.345,0.054,0.057,0.081,0.000,0.014,0.014,0.367,0.238,0.423,0.000
f_min.final_model.000.01.det_cont.csv,0.099,0.141,0.246,0.291,0.562,0.203,0.190,0.156,0.636,0.471,0.455,0.646,0.174,0.059,0.510,0.218,0.667,0.258,0.092,0.182,0.000,0.000,0.183,0.027,0.099,0.013,0.511,0.323,0.200,0.000
f_min.final_model.000.02.det_cont.csv,0.795,0.708,0.149,0.241,0.152,0.433,0.462,0.429,0.123,0.134,0.125,0.127,0.108,0.106,0.103,0.333,0.079,0.273,0.787,0.491,0.482,0.436,0.400,0.099,0.068,0.097,0.143,0.339,0.362,0.114
f_min.final_model.000.03.det_cont.csv,0.230,0.322,0.431,0.259,0.412,0.333,0.358,0.344,0.150,0.440,0.453,0.382,0.368,0.131,0.224,0.362,0.260,0.667,0.270,0.364,0.097,0.071,0.424,0.000,0.210,0.071,0.308,0.717,0.316,0.028
f_min.final_model.000.04.det_cont.csv,0.130,0.191,0.310,0.340,0.596,0.267,0.250,0.203,0.469,0.500,0.538,0.837,0.266,0.091,0.682,0.264,0.557,0.407,0.107,0.238,0.012,0.000,0.260,0.000,0.130,0.026,0.479,0.414,0.219,0.000
f_min.final_model.000.05.det_cont.csv,0.281,0.250,0.569,0.136,0.274,0.500,0.162,0.500,0.134,0.519,0.527,0.383,0.417,0.288,0.182,0.164,0.286,0.359,0.225,0.302,0.132,0.108,0.507,0.000,0.344,0.171,0.316,0.387,0.123,0.141
f_min.final_model.000.06.det_cont.csv,0.377,0.551,0.145,0.500,0.273,0.233,0.842,0.254,0.264,0.167,0.154,0.276,0.134,0.015,0.302,0.632,0.184,0.418,0.368,0.587,0.167,0.123,0.227,0.014,0.014,0.000,0.158,0.426,0.698,0.000
f_min.final_model.000.07.det_cont.csv,0.157,0.183,0.491,0.213,0.472,0.361,0.182,0.278,0.271,0.773,0.886,0.577,0.424,0.136,0.375,0.186,0.463,0.483,0.117,0.209,0.037,0.013,0.389,0.000,0.209,0.080,0.609,0.518,0.141,0.013
f_min.final_model.000.08.det_cont.csv,0.130,0.157,0.490,0.060,0.230,0.357,0.154,0.348,0.075,0.415,0.481,0.317,0.800,0.309,0.138,0.155,0.234,0.482,0.107,0.147,0.038,0.013,0.448,0.041,0.393,0.200,0.246,0.464,0.114,0.203
f_min.final_model.000.09.det_cont.csv,0.121,0.153,0.340,0.234,0.512,0.262,0.148,0.188,0.311,0.632,0.595,0.467,0.214,0.054,0.419,0.174,0.390,0.228,0.094,0.182,0.015,0.016,0.217,0.000,0.102,0.016,0.657,0.327,0.121,0.000
f_min.final_model.000.10.det_cont.csv,0.328,0.292,0.612,0.138,0.300,0.531,0.219,0.508,0.136,0.560,0.596,0.390,0.400,0.210,0.185,0.167,0.256,0.483,0.265,0.350,0.133,0.110,0.587,0.000,0.266,0.141,0.321,0.545,0.157,0.053
f_min.final_model.000.11.det_cont.csv,0.745,0.635,0.127,0.250,0.162,0.414,0.411,0.431,0.118,0.113,0.105,0.107,0.090,0.134,0.130,0.291,0.065,0.243,0.812,0.491,0.483,0.491,0.365,0.110,0.093,0.108,0.136,0.265,0.367,0.157
f_min.final_model.000.12.det_cont.csv,0.103,0.054,0.141,0.000,0.000,0.136,0.000,0.162,0.000,0.000,0.027,0.000,0.300,0.568,0.000,0.000,0.011,0.053,0.143,0.056,0.197,0.230,0.133,0.194,0.531,0.667,0.000,0.013,0.000,0.762
f_min.final_model.000.13.det_cont.csv,0.281,0.269,0.481,0.042,0.097,0.478,0.162,0.500,0.013,0.234,0.273,0.137,0.518,0.333,0.013,0.092,0.125,0.338,0.243,0.242,0.211,0.171,0.530,0.038,0.414,0.262,0.103,0.323,0.123,0.209
