 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.341,0.405,0.176,0.244,0.405,0.286,0.256,0.409,0.180,0.533,0.265,0.167,0.000,0.086,0.405,0.325,0.033,0.364,0.280,0.318,0.179,0.357,0.262,0.000,0.471,0.159,0.433,0.236,0.316
f_min.final_model.000.01.det_cont.csv,0.460,0.674,0.130,0.194,0.540,0.191,0.286,0.356,0.132,0.422,0.194,0.125,0.000,0.052,0.458,0.291,0.013,0.418,0.439,0.246,0.183,0.744,0.203,0.000,0.417,0.110,0.386,0.211,0.283
f_min.final_model.000.02.det_cont.csv,0.321,0.574,0.136,0.449,0.644,0.393,0.211,0.604,0.298,0.605,0.400,0.130,0.000,0.147,0.489,0.259,0.013,0.667,0.549,0.490,0.350,0.309,0.447,0.000,0.667,0.222,0.415,0.221,0.250
f_min.final_model.000.03.det_cont.csv,0.145,0.264,0.438,0.419,0.358,0.583,0.284,0.446,0.400,0.300,0.621,0.397,0.100,0.484,0.217,0.328,0.301,0.333,0.333,0.607,0.289,0.113,0.417,0.094,0.323,0.667,0.154,0.429,0.171
f_min.final_model.000.04.det_cont.csv,0.214,0.412,0.177,0.468,0.469,0.551,0.218,0.630,0.358,0.595,0.596,0.152,0.000,0.267,0.300,0.245,0.086,0.490,0.481,0.511,0.411,0.207,0.404,0.000,0.465,0.323,0.302,0.227,0.167
f_min.final_model.000.05.det_cont.csv,0.132,0.306,0.155,0.368,0.350,0.635,0.118,0.474,0.500,0.360,0.556,0.149,0.200,0.441,0.213,0.154,0.076,0.414,0.387,0.429,0.419,0.129,0.500,0.037,0.358,0.397,0.182,0.324,0.091
f_min.final_model.000.06.det_cont.csv,0.186,0.254,0.339,0.578,0.370,0.418,0.408,0.510,0.510,0.298,0.571,0.279,0.014,0.368,0.241,0.388,0.130,0.389,0.339,0.780,0.306,0.125,0.619,0.000,0.383,0.467,0.208,0.361,0.226
f_min.final_model.000.07.det_cont.csv,0.129,0.088,0.744,0.246,0.104,0.279,0.408,0.149,0.175,0.130,0.328,0.660,0.109,0.322,0.117,0.417,0.500,0.103,0.082,0.281,0.080,0.075,0.193,0.188,0.121,0.544,0.094,0.383,0.226
f_min.final_model.000.08.det_cont.csv,0.250,0.510,0.154,0.479,0.574,0.529,0.169,0.711,0.396,0.564,0.540,0.130,0.029,0.258,0.367,0.193,0.040,0.630,0.580,0.521,0.446,0.241,0.545,0.000,0.548,0.313,0.318,0.239,0.161
f_min.final_model.000.09.det_cont.csv,0.068,0.108,0.482,0.274,0.155,0.458,0.283,0.232,0.302,0.169,0.441,0.458,0.162,0.536,0.071,0.310,0.410,0.137,0.160,0.328,0.156,0.039,0.288,0.135,0.123,0.655,0.031,0.444,0.141
f_min.final_model.000.10.det_cont.csv,0.457,0.479,0.200,0.333,0.578,0.250,0.404,0.396,0.246,0.450,0.276,0.190,0.000,0.087,0.641,0.444,0.014,0.532,0.333,0.429,0.238,0.408,0.354,0.000,0.676,0.197,0.486,0.290,0.409
f_min.final_model.000.11.det_cont.csv,0.356,0.615,0.104,0.397,0.787,0.375,0.234,0.611,0.333,0.449,0.403,0.100,0.013,0.173,0.481,0.238,0.000,0.700,0.648,0.482,0.338,0.439,0.472,0.000,0.562,0.225,0.388,0.224,0.250
