 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.385,0.767,0.116,0.352,0.652,0.333,0.203,0.549,0.267,0.615,0.339,0.111,0.000,0.127,0.438,0.228,0.013,0.540,0.588,0.415,0.297,0.480,0.346,0.000,0.595,0.200,0.429,0.197,0.218
f_min.final_model.000.01.det_cont.csv,0.400,0.841,0.108,0.279,0.558,0.308,0.206,0.527,0.246,0.619,0.312,0.104,0.000,0.118,0.396,0.210,0.024,0.547,0.564,0.356,0.294,0.519,0.293,0.000,0.500,0.203,0.354,0.154,0.200
f_min.final_model.000.02.det_cont.csv,0.705,0.411,0.159,0.226,0.362,0.153,0.276,0.344,0.082,0.375,0.171,0.169,0.013,0.025,0.532,0.281,0.037,0.379,0.355,0.258,0.229,0.453,0.141,0.013,0.400,0.081,0.537,0.239,0.429
f_min.final_model.000.03.det_cont.csv,0.179,0.092,0.909,0.290,0.122,0.261,0.444,0.147,0.137,0.111,0.303,0.812,0.127,0.279,0.169,0.481,0.526,0.105,0.073,0.323,0.071,0.110,0.203,0.214,0.156,0.516,0.155,0.460,0.298
f_min.final_model.000.04.det_cont.csv,0.160,0.230,0.438,0.600,0.300,0.508,0.344,0.446,0.444,0.258,0.709,0.357,0.060,0.508,0.217,0.371,0.250,0.333,0.315,0.607,0.289,0.085,0.491,0.057,0.302,0.567,0.154,0.389,0.206
f_min.final_model.000.05.det_cont.csv,0.118,0.250,0.306,0.510,0.311,0.585,0.250,0.482,0.481,0.314,0.766,0.273,0.069,0.474,0.177,0.321,0.183,0.397,0.349,0.519,0.318,0.083,0.542,0.051,0.315,0.516,0.164,0.309,0.145
f_min.final_model.000.06.det_cont.csv,0.260,0.457,0.153,0.362,0.489,0.420,0.192,0.591,0.340,0.688,0.400,0.127,0.000,0.164,0.395,0.220,0.060,0.511,0.500,0.467,0.345,0.226,0.356,0.000,0.487,0.246,0.342,0.188,0.160
f_min.final_model.000.07.det_cont.csv,0.288,0.340,0.333,0.619,0.392,0.339,0.467,0.396,0.340,0.381,0.480,0.293,0.000,0.230,0.391,0.444,0.119,0.358,0.288,0.667,0.258,0.169,0.413,0.000,0.550,0.328,0.310,0.356,0.319
f_min.final_model.000.08.det_cont.csv,0.188,0.356,0.209,0.351,0.429,0.714,0.172,0.566,0.404,0.489,0.660,0.217,0.116,0.377,0.259,0.233,0.151,0.397,0.441,0.463,0.359,0.182,0.423,0.038,0.392,0.424,0.255,0.348,0.127
f_min.final_model.000.09.det_cont.csv,0.108,0.101,0.750,0.237,0.118,0.311,0.365,0.162,0.188,0.145,0.362,0.667,0.106,0.356,0.113,0.400,0.509,0.116,0.095,0.271,0.092,0.072,0.207,0.200,0.136,0.579,0.091,0.393,0.196
