 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv,f_min.final_model.000.29.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.132,0.203,0.321,0.938,0.500,0.455,0.053,0.358,0.045,0.179,0.455,0.015,0.043,0.024,0.169,0.526,0.622,0.000,0.328,0.059,0.305,0.254,0.220,0.000,0.000,0.058,0.242,0.210,0.346,0.000
f_min.final_model.000.01.det_cont.csv,0.407,0.878,0.633,0.214,0.172,0.346,0.371,0.130,0.136,0.108,0.167,0.088,0.099,0.373,0.119,0.280,0.138,0.015,0.101,0.444,0.482,0.250,0.300,0.113,0.075,0.519,0.073,0.800,0.070,0.103
f_min.final_model.000.02.det_cont.csv,0.190,0.131,0.043,0.000,0.047,0.000,0.262,0.029,0.155,0.067,0.000,0.467,0.321,0.254,0.117,0.000,0.000,0.200,0.026,0.129,0.154,0.125,0.077,0.564,0.561,0.145,0.081,0.123,0.079,0.155
f_min.final_model.000.03.det_cont.csv,0.227,0.389,0.560,0.500,0.281,0.838,0.186,0.246,0.141,0.129,0.308,0.029,0.118,0.154,0.141,0.550,0.333,0.000,0.197,0.152,0.446,0.393,0.407,0.000,0.000,0.185,0.147,0.386,0.194,0.014
f_min.final_model.000.04.det_cont.csv,0.302,0.152,0.234,0.489,0.947,0.232,0.167,0.571,0.254,0.479,0.408,0.159,0.185,0.110,0.451,0.340,0.512,0.000,0.564,0.013,0.281,0.386,0.426,0.000,0.014,0.013,0.450,0.143,0.500,0.000
f_min.final_model.000.05.det_cont.csv,0.317,0.674,0.569,0.133,0.087,0.296,0.371,0.040,0.103,0.059,0.061,0.072,0.068,0.438,0.071,0.185,0.048,0.030,0.024,0.529,0.383,0.176,0.238,0.131,0.091,0.549,0.011,0.723,0.013,0.103
f_min.final_model.000.06.det_cont.csv,0.338,0.558,0.826,0.412,0.274,0.609,0.328,0.206,0.145,0.134,0.233,0.068,0.123,0.297,0.145,0.511,0.250,0.000,0.167,0.302,0.611,0.377,0.390,0.043,0.027,0.317,0.122,0.604,0.143,0.039
f_min.final_model.000.07.det_cont.csv,0.397,0.119,0.164,0.245,0.521,0.153,0.317,0.490,0.460,0.842,0.308,0.286,0.333,0.233,0.780,0.216,0.306,0.015,0.441,0.013,0.227,0.393,0.490,0.000,0.029,0.041,0.433,0.113,0.451,0.000
f_min.final_model.000.08.det_cont.csv,0.509,0.132,0.159,0.079,0.250,0.129,0.518,0.238,0.829,0.469,0.129,0.451,0.529,0.460,0.562,0.143,0.100,0.030,0.225,0.054,0.258,0.455,0.393,0.062,0.180,0.097,0.275,0.110,0.246,0.000
f_min.final_model.000.09.det_cont.csv,0.212,0.028,0.055,0.016,0.125,0.047,0.323,0.119,0.440,0.255,0.047,0.578,0.829,0.348,0.333,0.052,0.050,0.121,0.120,0.000,0.143,0.375,0.230,0.222,0.353,0.013,0.181,0.026,0.159,0.075
