 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv,f_min.final_model.000.29.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.351,0.191,0.000,0.227,0.410,0.077,0.224,0.459,0.217,0.082,0.000,0.361,0.000,0.000,0.017,0.326,0.353,0.455,0.087,0.155,0.362,0.115,0.000,0.015,0.204,0.000,0.222,0.000,0.353,0.000
f_min.final_model.000.01.det_cont.csv,0.417,0.138,0.000,0.263,0.431,0.042,0.219,0.358,0.138,0.060,0.015,0.763,0.040,0.000,0.000,0.580,0.362,0.535,0.057,0.104,0.281,0.075,0.000,0.075,0.203,0.013,0.216,0.000,0.391,0.073
f_min.final_model.000.02.det_cont.csv,0.275,0.145,0.050,0.190,0.707,0.044,0.190,0.643,0.340,0.193,0.015,0.306,0.000,0.000,0.000,0.617,0.271,0.432,0.200,0.242,0.549,0.221,0.014,0.078,0.429,0.088,0.180,0.000,0.271,0.000
f_min.final_model.000.03.det_cont.csv,0.123,0.419,0.176,0.265,0.299,0.375,0.373,0.433,0.492,0.232,0.012,0.095,0.011,0.222,0.260,0.292,0.200,0.159,0.621,0.678,0.574,0.562,0.101,0.031,0.311,0.110,0.206,0.086,0.114,0.186
f_min.final_model.000.04.det_cont.csv,0.189,0.169,0.070,0.196,0.417,0.113,0.197,0.718,0.500,0.245,0.032,0.192,0.000,0.015,0.074,0.480,0.204,0.298,0.275,0.404,0.711,0.328,0.030,0.095,0.444,0.125,0.118,0.000,0.180,0.025
f_min.final_model.000.05.det_cont.csv,0.108,0.164,0.321,0.101,0.305,0.099,0.139,0.434,0.560,0.415,0.028,0.109,0.012,0.054,0.051,0.317,0.097,0.186,0.426,0.508,0.509,0.452,0.222,0.125,0.403,0.266,0.065,0.147,0.097,0.057
f_min.final_model.000.06.det_cont.csv,0.182,0.291,0.105,0.380,0.346,0.224,0.339,0.438,0.479,0.308,0.000,0.103,0.000,0.060,0.119,0.267,0.356,0.189,0.385,0.464,0.491,0.407,0.029,0.025,0.311,0.104,0.283,0.014,0.196,0.037
f_min.final_model.000.07.det_cont.csv,0.140,0.732,0.086,0.380,0.111,0.690,0.562,0.150,0.183,0.062,0.000,0.067,0.071,0.392,0.471,0.086,0.271,0.068,0.429,0.439,0.254,0.407,0.094,0.000,0.096,0.000,0.311,0.109,0.130,0.308
f_min.final_model.000.08.det_cont.csv,0.204,0.145,0.125,0.150,0.522,0.060,0.154,0.683,0.479,0.308,0.015,0.231,0.000,0.000,0.014,0.490,0.173,0.340,0.268,0.367,0.681,0.297,0.061,0.107,0.481,0.156,0.113,0.029,0.196,0.012
f_min.final_model.000.09.det_cont.csv,0.074,0.463,0.224,0.262,0.114,0.463,0.407,0.222,0.411,0.226,0.000,0.029,0.025,0.295,0.339,0.135,0.169,0.044,0.633,0.636,0.359,0.596,0.147,0.022,0.143,0.108,0.196,0.129,0.062,0.257
