 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv,f_min.final_model.000.29.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.119,0.211,0.333,0.935,0.523,0.442,0.055,0.346,0.047,0.185,0.442,0.015,0.045,0.024,0.175,0.514,0.568,0.000,0.317,0.061,0.316,0.263,0.228,0.000,0.000,0.060,0.231,0.217,0.333,0.000
f_min.final_model.000.01.det_cont.csv,0.400,0.857,0.653,0.211,0.152,0.340,0.365,0.129,0.134,0.106,0.164,0.087,0.097,0.388,0.118,0.275,0.117,0.015,0.100,0.463,0.474,0.246,0.295,0.111,0.074,0.538,0.072,0.822,0.069,0.101
f_min.final_model.000.02.det_cont.csv,0.179,0.090,0.152,0.362,0.392,0.200,0.110,0.721,0.127,0.360,0.737,0.077,0.104,0.048,0.291,0.277,0.512,0.000,0.660,0.000,0.197,0.169,0.175,0.000,0.000,0.000,0.527,0.085,0.440,0.029
f_min.final_model.000.03.det_cont.csv,0.297,0.149,0.231,0.511,0.923,0.250,0.164,0.592,0.250,0.469,0.429,0.156,0.182,0.108,0.442,0.362,0.535,0.000,0.582,0.013,0.277,0.379,0.418,0.000,0.014,0.013,0.467,0.141,0.520,0.000
f_min.final_model.000.04.det_cont.csv,0.509,0.132,0.159,0.079,0.250,0.129,0.491,0.238,0.829,0.440,0.129,0.480,0.472,0.438,0.531,0.143,0.119,0.046,0.225,0.054,0.258,0.404,0.393,0.062,0.200,0.097,0.275,0.110,0.267,0.000
f_min.final_model.000.05.det_cont.csv,0.365,0.633,0.886,0.315,0.258,0.490,0.333,0.191,0.164,0.136,0.217,0.069,0.125,0.357,0.147,0.426,0.190,0.000,0.154,0.350,0.593,0.361,0.397,0.059,0.027,0.367,0.110,0.647,0.113,0.054
f_min.final_model.000.06.det_cont.csv,0.712,0.439,0.420,0.089,0.240,0.205,0.717,0.215,0.431,0.324,0.114,0.333,0.297,0.667,0.388,0.171,0.105,0.012,0.180,0.297,0.443,0.361,0.455,0.130,0.125,0.347,0.233,0.456,0.160,0.057
f_min.final_model.000.07.det_cont.csv,0.424,0.164,0.209,0.078,0.206,0.183,0.410,0.179,0.490,0.304,0.092,0.442,0.717,0.409,0.382,0.161,0.063,0.095,0.143,0.082,0.292,0.446,0.411,0.207,0.259,0.111,0.219,0.155,0.149,0.056
f_min.final_model.000.08.det_cont.csv,0.224,0.382,0.612,0.523,0.298,0.865,0.200,0.262,0.138,0.145,0.327,0.028,0.116,0.167,0.156,0.615,0.354,0.000,0.211,0.167,0.491,0.386,0.426,0.000,0.000,0.182,0.160,0.404,0.210,0.014
f_min.final_model.000.09.det_cont.csv,0.649,0.397,0.358,0.097,0.211,0.227,0.882,0.171,0.536,0.339,0.110,0.441,0.391,0.661,0.433,0.154,0.085,0.026,0.167,0.236,0.469,0.444,0.391,0.111,0.186,0.304,0.207,0.353,0.176,0.024
f_min.final_model.000.10.det_cont.csv,0.206,0.129,0.043,0.000,0.046,0.000,0.279,0.029,0.172,0.083,0.000,0.489,0.340,0.269,0.133,0.000,0.000,0.196,0.026,0.127,0.169,0.141,0.092,0.550,0.548,0.143,0.095,0.121,0.078,0.153
f_min.final_model.000.11.det_cont.csv,0.294,0.108,0.164,0.352,0.509,0.210,0.169,0.930,0.231,0.481,0.630,0.145,0.169,0.090,0.404,0.302,0.511,0.014,0.769,0.000,0.205,0.250,0.297,0.000,0.013,0.012,0.632,0.103,0.500,0.026
f_min.final_model.000.12.det_cont.csv,0.197,0.136,0.207,0.611,0.585,0.304,0.087,0.545,0.140,0.319,0.538,0.067,0.097,0.025,0.300,0.421,0.750,0.000,0.453,0.000,0.259,0.250,0.236,0.000,0.000,0.000,0.368,0.127,0.500,0.000
f_min.final_model.000.13.det_cont.csv,0.450,0.110,0.151,0.200,0.463,0.138,0.413,0.439,0.612,0.810,0.254,0.368,0.464,0.315,0.927,0.193,0.250,0.014,0.422,0.025,0.225,0.500,0.491,0.014,0.101,0.051,0.460,0.104,0.455,0.000
f_min.final_model.000.14.det_cont.csv,0.235,0.472,0.328,0.045,0.027,0.127,0.229,0.000,0.056,0.014,0.000,0.042,0.026,0.292,0.027,0.048,0.000,0.095,0.000,0.881,0.200,0.066,0.097,0.250,0.106,0.702,0.000,0.464,0.000,0.288
f_min.final_model.000.15.det_cont.csv,0.148,0.306,0.457,0.571,0.348,0.676,0.125,0.275,0.107,0.157,0.357,0.017,0.121,0.082,0.170,0.889,0.359,0.000,0.213,0.083,0.429,0.396,0.354,0.000,0.000,0.082,0.154,0.333,0.212,0.000
f_min.final_model.000.16.det_cont.csv,0.343,0.235,0.359,0.339,0.464,0.400,0.394,0.308,0.464,0.362,0.242,0.286,0.466,0.356,0.464,0.449,0.237,0.014,0.306,0.076,0.452,0.851,0.604,0.013,0.082,0.089,0.301,0.257,0.297,0.000
