 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv,f_min.final_model.000.29.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.156,0.075,0.718,0.279,0.123,0.479,0.074,0.412,0.469,0.255,0.423,0.000,0.041,0.385,0.465,0.590,0.071,0.000,0.219,0.055,0.056,0.030,0.014,0.167,0.014,0.432,0.273,0.281,0.000,0.561
f_min.final_model.000.01.det_cont.csv,0.099,0.226,0.291,0.139,0.234,0.562,0.152,0.188,0.689,0.490,0.733,0.060,0.174,0.709,0.218,0.467,0.188,0.027,0.242,0.000,0.000,0.014,0.013,0.080,0.100,0.155,0.467,0.283,0.000,0.259
f_min.final_model.000.02.det_cont.csv,0.795,0.167,0.241,0.694,0.412,0.152,0.415,0.426,0.132,0.138,0.113,0.091,0.108,0.080,0.333,0.117,0.352,0.083,0.277,0.519,0.481,0.028,0.085,0.822,0.068,0.360,0.099,0.345,0.114,0.255
f_min.final_model.000.03.det_cont.csv,0.230,0.431,0.259,0.317,0.415,0.412,0.333,0.352,0.177,0.429,0.316,0.133,0.368,0.300,0.362,0.167,0.438,0.000,0.681,0.099,0.086,0.045,0.074,0.279,0.213,0.306,0.308,0.762,0.028,0.300
f_min.final_model.000.04.det_cont.csv,0.130,0.288,0.340,0.188,0.301,0.596,0.197,0.246,0.520,0.521,0.814,0.092,0.266,0.593,0.264,0.535,0.267,0.000,0.390,0.013,0.000,0.014,0.027,0.095,0.132,0.196,0.492,0.375,0.000,0.308
f_min.final_model.000.05.det_cont.csv,0.281,0.538,0.136,0.246,0.597,0.274,0.508,0.176,0.194,0.510,0.344,0.293,0.417,0.307,0.164,0.186,0.523,0.000,0.365,0.133,0.122,0.027,0.176,0.214,0.350,0.076,0.353,0.350,0.141,0.143
f_min.final_model.000.06.det_cont.csv,0.377,0.164,0.500,0.571,0.216,0.273,0.246,0.821,0.291,0.172,0.259,0.015,0.134,0.171,0.632,0.326,0.216,0.014,0.400,0.188,0.156,0.000,0.000,0.382,0.014,0.590,0.137,0.500,0.000,0.465
f_min.final_model.000.07.det_cont.csv,0.157,0.463,0.213,0.181,0.420,0.472,0.288,0.179,0.339,0.767,0.558,0.138,0.424,0.565,0.186,0.302,0.400,0.000,0.466,0.037,0.025,0.056,0.082,0.120,0.194,0.111,0.596,0.404,0.013,0.203
f_min.final_model.000.08.det_cont.csv,0.130,0.520,0.060,0.155,0.338,0.230,0.379,0.152,0.118,0.404,0.279,0.315,0.800,0.237,0.155,0.100,0.508,0.041,0.464,0.052,0.026,0.059,0.206,0.110,0.375,0.063,0.275,0.351,0.203,0.079
f_min.final_model.000.09.det_cont.csv,0.121,0.312,0.234,0.150,0.302,0.512,0.182,0.145,0.400,0.667,0.477,0.055,0.214,0.446,0.174,0.359,0.224,0.000,0.232,0.015,0.015,0.017,0.016,0.097,0.103,0.102,0.500,0.280,0.000,0.222
