 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv,f_min.final_model.000.29.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.119,0.400,0.179,0.297,0.509,0.365,0.712,0.424,0.224,0.649,0.206,0.294,0.197,0.450,0.235,0.148,0.343,0.253,0.309,0.371,0.377,0.159,0.475,0.023,0.024,0.348,0.340,0.323,0.441,0.148
f_min.final_model.000.01.det_cont.csv,0.211,0.857,0.090,0.149,0.132,0.633,0.439,0.164,0.382,0.397,0.129,0.108,0.136,0.110,0.472,0.306,0.235,0.086,0.566,0.129,0.472,0.241,0.209,0.078,0.026,0.886,0.226,0.096,0.274,0.391
f_min.final_model.000.02.det_cont.csv,0.333,0.653,0.152,0.231,0.159,0.886,0.420,0.209,0.612,0.358,0.043,0.164,0.207,0.151,0.328,0.457,0.359,0.138,0.458,0.206,0.653,0.373,0.217,0.062,0.000,0.654,0.236,0.153,0.367,0.489
f_min.final_model.000.03.det_cont.csv,0.935,0.211,0.362,0.511,0.079,0.315,0.089,0.078,0.523,0.097,0.000,0.352,0.611,0.200,0.045,0.571,0.339,0.339,0.072,0.321,0.438,0.706,0.220,0.000,0.015,0.213,0.273,0.420,0.250,0.486
f_min.final_model.000.04.det_cont.csv,0.523,0.152,0.392,0.923,0.250,0.258,0.240,0.206,0.298,0.211,0.046,0.509,0.585,0.463,0.027,0.348,0.464,0.509,0.038,0.604,0.310,0.477,0.436,0.000,0.041,0.157,0.432,0.660,0.481,0.348
f_min.final_model.000.05.det_cont.csv,0.442,0.340,0.200,0.250,0.129,0.490,0.205,0.183,0.865,0.227,0.000,0.210,0.304,0.138,0.127,0.676,0.400,0.174,0.226,0.200,0.614,0.463,0.194,0.013,0.000,0.382,0.234,0.217,0.385,0.500
f_min.final_model.000.06.det_cont.csv,0.055,0.365,0.110,0.164,0.491,0.333,0.717,0.410,0.200,0.882,0.279,0.169,0.087,0.413,0.229,0.125,0.394,0.157,0.319,0.299,0.323,0.087,0.413,0.022,0.036,0.379,0.259,0.205,0.381,0.143
f_min.final_model.000.07.det_cont.csv,0.346,0.129,0.721,0.592,0.238,0.191,0.215,0.179,0.262,0.171,0.029,0.930,0.545,0.439,0.000,0.275,0.308,0.745,0.037,0.509,0.234,0.308,0.414,0.037,0.053,0.120,0.320,0.588,0.311,0.182
f_min.final_model.000.08.det_cont.csv,0.047,0.134,0.127,0.250,0.829,0.164,0.431,0.490,0.138,0.536,0.172,0.231,0.140,0.612,0.056,0.107,0.464,0.246,0.125,0.426,0.169,0.048,0.519,0.000,0.101,0.125,0.340,0.300,0.453,0.051
f_min.final_model.000.09.det_cont.csv,0.185,0.106,0.360,0.469,0.440,0.136,0.324,0.304,0.145,0.339,0.083,0.481,0.319,0.810,0.014,0.157,0.362,0.456,0.068,0.609,0.159,0.170,0.652,0.000,0.074,0.083,0.463,0.500,0.480,0.093
f_min.final_model.000.10.det_cont.csv,0.442,0.164,0.737,0.429,0.129,0.217,0.114,0.092,0.327,0.110,0.000,0.630,0.538,0.254,0.000,0.357,0.242,0.558,0.041,0.412,0.268,0.395,0.298,0.041,0.014,0.152,0.261,0.431,0.200,0.239
f_min.final_model.000.11.det_cont.csv,0.015,0.087,0.077,0.156,0.480,0.069,0.333,0.442,0.028,0.441,0.489,0.145,0.067,0.368,0.042,0.017,0.286,0.149,0.081,0.310,0.119,0.000,0.368,0.026,0.103,0.081,0.192,0.222,0.267,0.000
f_min.final_model.000.12.det_cont.csv,0.045,0.097,0.104,0.182,0.472,0.125,0.297,0.717,0.116,0.391,0.340,0.169,0.097,0.464,0.026,0.121,0.466,0.171,0.077,0.333,0.129,0.062,0.367,0.050,0.145,0.091,0.269,0.227,0.379,0.066
f_min.final_model.000.13.det_cont.csv,0.024,0.388,0.048,0.108,0.438,0.357,0.667,0.409,0.167,0.661,0.269,0.090,0.025,0.315,0.292,0.082,0.356,0.096,0.380,0.221,0.257,0.065,0.315,0.065,0.045,0.380,0.194,0.145,0.324,0.113
f_min.final_model.000.14.det_cont.csv,0.175,0.118,0.291,0.442,0.531,0.147,0.388,0.382,0.156,0.433,0.133,0.404,0.300,0.927,0.027,0.170,0.464,0.387,0.080,0.638,0.169,0.161,0.681,0.000,0.086,0.095,0.465,0.529,0.540,0.088
f_min.final_model.000.15.det_cont.csv,0.514,0.275,0.277,0.362,0.143,0.426,0.171,0.161,0.615,0.154,0.000,0.302,0.421,0.193,0.048,0.889,0.449,0.250,0.129,0.269,0.585,0.588,0.236,0.000,0.000,0.296,0.405,0.314,0.435,0.457
f_min.final_model.000.16.det_cont.csv,0.568,0.117,0.512,0.535,0.119,0.190,0.105,0.063,0.354,0.085,0.000,0.511,0.750,0.250,0.000,0.359,0.237,0.453,0.000,0.417,0.288,0.436,0.296,0.000,0.015,0.125,0.286,0.568,0.214,0.233
f_min.final_model.000.17.det_cont.csv,0.000,0.015,0.000,0.000,0.046,0.000,0.012,0.095,0.000,0.026,0.196,0.014,0.000,0.014,0.095,0.000,0.014,0.026,0.088,0.000,0.000,0.000,0.000,0.370,0.683,0.042,0.000,0.000,0.000,0.000
f_min.final_model.000.18.det_cont.csv,0.317,0.100,0.660,0.582,0.225,0.154,0.180,0.143,0.211,0.167,0.026,0.769,0.453,0.422,0.000,0.213,0.306,0.922,0.022,0.508,0.189,0.262,0.379,0.081,0.073,0.094,0.293,0.579,0.271,0.156
f_min.final_model.000.19.det_cont.csv,0.061,0.463,0.000,0.013,0.054,0.350,0.297,0.082,0.167,0.236,0.127,0.000,0.000,0.025,0.881,0.083,0.076,0.000,0.787,0.000,0.197,0.079,0.065,0.235,0.053,0.500,0.048,0.000,0.096,0.161
f_min.final_model.000.20.det_cont.csv,0.316,0.474,0.197,0.277,0.258,0.593,0.443,0.292,0.491,0.469,0.169,0.205,0.259,0.225,0.200,0.429,0.452,0.175,0.309,0.288,0.714,0.404,0.299,0.011,0.000,0.508,0.246,0.194,0.417,0.400
f_min.final_model.000.21.det_cont.csv,0.263,0.246,0.169,0.379,0.404,0.361,0.361,0.446,0.386,0.444,0.141,0.250,0.250,0.500,0.066,0.396,0.851,0.247,0.132,0.519,0.397,0.321,0.448,0.000,0.052,0.246,0.417,0.361,0.745,0.367
f_min.final_model.000.22.det_cont.csv,0.228,0.295,0.175,0.418,0.393,0.397,0.455,0.411,0.426,0.391,0.092,0.297,0.236,0.491,0.097,0.354,0.604,0.254,0.183,0.509,0.386,0.283,0.491,0.000,0.026,0.292,0.467,0.373,0.860,0.327
f_min.final_model.000.23.det_cont.csv,0.000,0.111,0.000,0.000,0.062,0.059,0.130,0.207,0.000,0.111,0.550,0.000,0.000,0.014,0.250,0.000,0.013,0.000,0.230,0.000,0.061,0.000,0.043,0.210,0.186,0.154,0.000,0.000,0.000,0.000
f_min.final_model.000.24.det_cont.csv,0.000,0.074,0.000,0.014,0.200,0.027,0.125,0.259,0.000,0.186,0.548,0.013,0.000,0.101,0.106,0.000,0.082,0.037,0.099,0.042,0.058,0.000,0.086,0.130,0.404,0.099,0.034,0.056,0.028,0.000
f_min.final_model.000.25.det_cont.csv,0.060,0.538,0.000,0.013,0.097,0.367,0.347,0.111,0.182,0.304,0.143,0.012,0.000,0.051,0.702,0.082,0.089,0.000,0.809,0.013,0.250,0.078,0.107,0.232,0.053,0.545,0.063,0.000,0.110,0.179
f_min.final_model.000.26.det_cont.csv,0.231,0.072,0.527,0.467,0.275,0.110,0.233,0.219,0.160,0.207,0.095,0.632,0.368,0.460,0.000,0.154,0.301,0.678,0.022,0.500,0.141,0.182,0.373,0.093,0.099,0.068,0.246,0.517,0.304,0.087
f_min.final_model.000.27.det_cont.csv,0.217,0.822,0.085,0.141,0.110,0.647,0.456,0.155,0.404,0.353,0.121,0.103,0.127,0.104,0.464,0.333,0.257,0.082,0.582,0.122,0.464,0.268,0.181,0.101,0.025,0.891,0.211,0.091,0.297,0.388
f_min.final_model.000.28.det_cont.csv,0.333,0.069,0.440,0.520,0.267,0.113,0.160,0.149,0.210,0.176,0.078,0.500,0.500,0.455,0.000,0.212,0.297,0.526,0.000,0.500,0.149,0.245,0.429,0.012,0.100,0.065,0.306,0.717,0.258,0.125
f_min.final_model.000.29.det_cont.csv,0.000,0.101,0.029,0.000,0.000,0.054,0.057,0.056,0.014,0.024,0.153,0.026,0.000,0.000,0.288,0.000,0.000,0.062,0.266,0.000,0.013,0.000,0.000,0.761,0.310,0.110,0.000,0.000,0.000,0.033
