 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv,f_min.final_model.000.29.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.118,0.169,0.098,0.031,0.033,0.327,0.127,0.274,0.150,0.000,0.111,0.259,0.167,0.000,0.082,0.069,0.274,0.302,0.000,0.013,0.250,0.000,0.404,0.214,0.000,0.000,0.097,0.079,0.000,0.089
f_min.final_model.000.01.det_cont.csv,0.071,0.133,0.035,0.294,0.245,0.000,0.228,0.040,0.236,0.639,0.000,0.000,0.188,0.180,0.000,0.462,0.068,0.000,0.062,0.026,0.013,0.214,0.016,0.024,0.183,0.041,0.015,0.264,0.127,0.466
f_min.final_model.000.02.det_cont.csv,0.197,0.241,0.177,0.077,0.102,0.469,0.156,0.367,0.180,0.000,0.167,0.340,0.250,0.041,0.123,0.127,0.390,0.309,0.000,0.000,0.297,0.059,0.605,0.257,0.014,0.026,0.109,0.092,0.000,0.085
f_min.final_model.000.03.det_cont.csv,0.082,0.108,0.045,0.000,0.032,0.286,0.104,0.206,0.091,0.000,0.167,0.224,0.096,0.000,0.051,0.053,0.206,0.309,0.000,0.012,0.169,0.000,0.353,0.158,0.000,0.000,0.060,0.092,0.000,0.099
f_min.final_model.000.04.det_cont.csv,0.295,0.180,0.476,0.373,0.182,0.059,0.194,0.302,0.075,0.145,0.086,0.076,0.270,0.617,0.414,0.096,0.139,0.075,0.500,0.527,0.361,0.469,0.045,0.397,0.562,0.569,0.365,0.127,0.680,0.099
f_min.final_model.000.05.det_cont.csv,0.152,0.302,0.111,0.047,0.216,0.150,0.291,0.129,0.353,0.071,0.000,0.046,0.149,0.014,0.026,0.283,0.234,0.045,0.000,0.000,0.127,0.015,0.200,0.104,0.000,0.013,0.015,0.360,0.000,0.303
f_min.final_model.000.06.det_cont.csv,0.197,0.245,0.176,0.067,0.113,0.467,0.193,0.382,0.222,0.000,0.163,0.354,0.254,0.029,0.134,0.138,0.407,0.320,0.000,0.000,0.328,0.031,0.658,0.281,0.015,0.028,0.121,0.140,0.000,0.092
f_min.final_model.000.07.det_cont.csv,0.012,0.000,0.067,0.014,0.000,0.087,0.000,0.012,0.000,0.000,0.222,0.138,0.000,0.026,0.149,0.012,0.000,0.210,0.172,0.299,0.036,0.014,0.043,0.071,0.068,0.122,0.104,0.014,0.145,0.045
f_min.final_model.000.08.det_cont.csv,0.455,0.521,0.270,0.164,0.347,0.352,0.389,0.431,0.460,0.067,0.085,0.180,0.473,0.167,0.122,0.328,0.596,0.177,0.000,0.037,0.377,0.159,0.522,0.254,0.086,0.125,0.091,0.333,0.076,0.268
f_min.final_model.000.09.det_cont.csv,0.215,0.143,0.431,0.373,0.121,0.043,0.175,0.242,0.043,0.105,0.068,0.060,0.250,0.520,0.414,0.067,0.093,0.075,0.565,0.500,0.297,0.469,0.015,0.397,0.630,0.509,0.340,0.076,0.647,0.060
