 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv,f_min.final_model.000.29.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.362,0.138,0.000,0.119,0.167,0.429,0.683,0.000,0.000,0.000,0.012,0.000,0.143,0.136,0.000,0.000,0.259,0.373,0.000,0.016,0.440,0.176,0.512,0.378,0.138,0.000,0.465,0.426,0.014,0.200
f_min.final_model.000.01.det_cont.csv,0.000,0.159,0.138,0.014,0.062,0.015,0.015,0.564,0.585,0.059,0.065,0.127,0.092,0.072,0.254,0.296,0.043,0.000,0.465,0.185,0.164,0.145,0.000,0.000,0.106,0.208,0.000,0.082,0.131,0.000
f_min.final_model.000.02.det_cont.csv,0.489,0.203,0.000,0.099,0.177,0.622,0.636,0.000,0.015,0.041,0.000,0.000,0.136,0.219,0.026,0.000,0.382,0.490,0.031,0.097,0.339,0.107,0.545,0.444,0.242,0.069,0.571,0.296,0.074,0.286
f_min.final_model.000.03.det_cont.csv,0.264,0.085,0.000,0.147,0.259,0.377,0.714,0.000,0.000,0.000,0.012,0.000,0.230,0.083,0.000,0.000,0.188,0.281,0.015,0.000,0.364,0.203,0.447,0.300,0.116,0.000,0.500,0.556,0.000,0.260
f_min.final_model.000.04.det_cont.csv,0.063,0.167,0.857,0.130,0.028,0.000,0.000,0.204,0.131,0.727,0.284,0.630,0.027,0.418,0.592,0.396,0.152,0.123,0.081,0.388,0.000,0.025,0.000,0.066,0.351,0.216,0.000,0.000,0.587,0.068
f_min.final_model.000.05.det_cont.csv,0.280,0.345,0.000,0.071,0.077,0.321,0.302,0.088,0.138,0.014,0.025,0.000,0.091,0.172,0.027,0.000,0.217,0.207,0.164,0.083,0.636,0.127,0.140,0.192,0.057,0.135,0.105,0.367,0.029,0.053
f_min.final_model.000.06.det_cont.csv,0.488,0.203,0.000,0.029,0.098,0.763,0.535,0.000,0.016,0.029,0.000,0.000,0.078,0.220,0.029,0.000,0.429,0.489,0.034,0.069,0.327,0.055,0.550,0.513,0.224,0.057,0.463,0.185,0.047,0.295
f_min.final_model.000.07.det_cont.csv,0.000,0.000,0.110,0.800,0.652,0.027,0.087,0.000,0.014,0.129,0.435,0.164,0.500,0.025,0.025,0.069,0.000,0.000,0.000,0.014,0.040,0.458,0.127,0.015,0.013,0.000,0.169,0.237,0.027,0.138
f_min.final_model.000.08.det_cont.csv,0.478,0.444,0.082,0.000,0.014,0.609,0.304,0.100,0.167,0.132,0.000,0.027,0.013,0.362,0.113,0.056,0.638,0.480,0.193,0.327,0.357,0.012,0.302,0.375,0.345,0.370,0.241,0.109,0.194,0.164
f_min.final_model.000.09.det_cont.csv,0.047,0.116,0.814,0.147,0.043,0.000,0.000,0.226,0.095,0.617,0.303,0.744,0.027,0.322,0.592,0.423,0.086,0.106,0.063,0.308,0.000,0.037,0.000,0.048,0.305,0.127,0.000,0.000,0.460,0.068
