 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv,f_min.final_model.000.29.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.316,0.069,0.033,0.055,0.267,0.167,0.269,0.521,0.479,0.117,0.061,0.048,0.085,0.212,0.327,0.065,0.033,0.000,0.383,0.067,0.226,0.018,0.347,0.057,0.088,0.242,0.386,0.048,0.000,0.273
f_min.final_model.000.01.det_cont.csv,0.393,0.358,0.281,0.333,0.593,0.481,0.689,0.407,0.306,0.242,0.127,0.118,0.121,0.553,0.456,0.357,0.309,0.138,0.531,0.254,0.000,0.264,0.027,0.377,0.469,0.318,0.092,0.119,0.241,0.538
f_min.final_model.000.02.det_cont.csv,0.344,0.217,0.194,0.190,0.087,0.095,0.116,0.254,0.155,0.560,0.800,0.711,0.000,0.138,0.292,0.116,0.123,0.442,0.134,0.596,0.101,0.214,0.085,0.090,0.159,0.467,0.125,0.810,0.333,0.328
f_min.final_model.000.03.det_cont.csv,0.062,0.000,0.014,0.000,0.024,0.013,0.000,0.012,0.025,0.026,0.174,0.116,0.250,0.000,0.000,0.027,0.014,0.056,0.000,0.087,0.206,0.000,0.132,0.076,0.000,0.086,0.075,0.118,0.000,0.000
f_min.final_model.000.04.det_cont.csv,0.013,0.000,0.045,0.000,0.051,0.041,0.014,0.013,0.069,0.000,0.056,0.043,0.373,0.000,0.000,0.059,0.030,0.014,0.000,0.029,0.246,0.000,0.180,0.127,0.000,0.012,0.136,0.044,0.000,0.000
f_min.final_model.000.05.det_cont.csv,0.246,0.115,0.045,0.103,0.344,0.226,0.333,0.317,0.540,0.043,0.000,0.000,0.129,0.302,0.339,0.091,0.062,0.000,0.365,0.029,0.203,0.050,0.309,0.111,0.153,0.203,0.264,0.000,0.000,0.357
f_min.final_model.000.06.det_cont.csv,0.111,0.015,0.030,0.000,0.209,0.056,0.127,0.200,0.382,0.000,0.000,0.000,0.353,0.079,0.164,0.014,0.000,0.000,0.129,0.000,0.321,0.000,0.511,0.082,0.015,0.065,0.222,0.000,0.000,0.119
f_min.final_model.000.07.det_cont.csv,0.074,0.667,0.649,0.697,0.156,0.360,0.208,0.060,0.030,0.275,0.133,0.333,0.033,0.356,0.203,0.391,0.500,0.378,0.167,0.240,0.000,0.667,0.000,0.241,0.429,0.087,0.000,0.212,0.528,0.193
f_min.final_model.000.08.det_cont.csv,0.116,0.455,0.548,0.500,0.238,0.600,0.360,0.087,0.058,0.232,0.091,0.172,0.048,0.383,0.172,0.789,0.829,0.200,0.241,0.200,0.000,0.513,0.000,0.490,0.524,0.068,0.000,0.136,0.405,0.180
f_min.final_model.000.09.det_cont.csv,0.448,0.127,0.108,0.117,0.133,0.097,0.154,0.367,0.212,0.520,0.756,0.531,0.000,0.125,0.262,0.103,0.109,0.327,0.194,0.490,0.156,0.138,0.119,0.092,0.164,0.536,0.207,0.542,0.200,0.295
f_min.final_model.000.10.det_cont.csv,0.146,0.000,0.025,0.000,0.011,0.072,0.024,0.095,0.047,0.117,0.348,0.269,0.051,0.000,0.022,0.090,0.080,0.169,0.050,0.169,0.167,0.013,0.090,0.094,0.025,0.215,0.127,0.273,0.027,0.047
f_min.final_model.000.11.det_cont.csv,0.277,0.186,0.164,0.179,0.037,0.068,0.072,0.191,0.129,0.415,0.660,0.644,0.000,0.092,0.209,0.072,0.094,0.469,0.074,0.469,0.090,0.182,0.072,0.038,0.094,0.371,0.113,0.659,0.226,0.258
f_min.final_model.000.12.det_cont.csv,0.025,0.000,0.060,0.000,0.063,0.054,0.014,0.038,0.068,0.027,0.083,0.028,0.358,0.000,0.000,0.088,0.045,0.000,0.000,0.000,0.352,0.000,0.254,0.155,0.000,0.037,0.232,0.028,0.000,0.000
f_min.final_model.000.13.det_cont.csv,0.593,0.197,0.156,0.169,0.338,0.246,0.351,0.647,0.439,0.472,0.373,0.305,0.042,0.298,0.556,0.167,0.141,0.271,0.407,0.415,0.086,0.153,0.100,0.133,0.237,0.571,0.220,0.310,0.214,0.620
f_min.final_model.000.14.det_cont.csv,0.323,0.404,0.298,0.353,0.160,0.209,0.203,0.254,0.188,0.696,0.500,0.638,0.000,0.298,0.377,0.222,0.237,0.471,0.226,0.562,0.056,0.388,0.055,0.181,0.281,0.419,0.125,0.652,0.511,0.397
