 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv,f_min.final_model.000.29.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.065,0.439,0.176,0.000,0.000,0.100,0.000,0.382,0.457,0.184,0.000,0.118,0.000,0.224,0.333,0.217,0.208,0.058,0.400,0.429,0.075,0.000,0.000,0.000,0.229,0.692,0.000,0.000,0.279,0.000
f_min.final_model.000.01.det_cont.csv,0.047,0.351,0.130,0.013,0.043,0.090,0.000,0.413,0.769,0.118,0.075,0.087,0.056,0.147,0.258,0.276,0.169,0.043,0.558,0.283,0.154,0.107,0.000,0.000,0.167,0.442,0.000,0.045,0.177,0.000
f_min.final_model.000.02.det_cont.csv,0.208,0.682,0.136,0.000,0.000,0.321,0.078,0.292,0.375,0.141,0.000,0.091,0.000,0.316,0.250,0.183,0.377,0.167,0.422,0.444,0.200,0.000,0.066,0.127,0.254,0.553,0.016,0.047,0.273,0.000
f_min.final_model.000.03.det_cont.csv,0.306,0.444,0.438,0.057,0.000,0.261,0.089,0.129,0.137,0.500,0.163,0.348,0.035,0.704,0.438,0.205,0.475,0.359,0.141,0.491,0.141,0.010,0.108,0.254,0.444,0.333,0.081,0.012,0.554,0.116
f_min.final_model.000.04.det_cont.csv,0.265,0.714,0.177,0.000,0.000,0.308,0.098,0.200,0.255,0.246,0.025,0.129,0.000,0.460,0.259,0.131,0.365,0.259,0.265,0.537,0.228,0.000,0.086,0.154,0.286,0.541,0.034,0.066,0.308,0.018
f_min.final_model.000.05.det_cont.csv,0.578,0.421,0.155,0.000,0.013,0.510,0.246,0.095,0.159,0.231,0.047,0.082,0.039,0.491,0.206,0.083,0.778,0.540,0.183,0.309,0.274,0.000,0.263,0.500,0.473,0.320,0.207,0.042,0.242,0.218
f_min.final_model.000.06.det_cont.csv,0.208,0.480,0.339,0.000,0.000,0.228,0.078,0.192,0.179,0.327,0.037,0.241,0.000,0.630,0.389,0.268,0.352,0.273,0.143,0.667,0.125,0.000,0.102,0.170,0.451,0.405,0.068,0.000,0.556,0.034
f_min.final_model.000.07.det_cont.csv,0.085,0.156,0.744,0.136,0.045,0.014,0.000,0.148,0.100,0.780,0.297,0.636,0.043,0.442,0.531,0.340,0.159,0.148,0.049,0.354,0.000,0.026,0.016,0.069,0.370,0.204,0.016,0.000,0.522,0.091
f_min.final_model.000.08.det_cont.csv,0.333,0.682,0.136,0.000,0.000,0.400,0.150,0.216,0.294,0.177,0.000,0.075,0.000,0.442,0.210,0.127,0.490,0.296,0.333,0.444,0.286,0.000,0.140,0.240,0.298,0.553,0.086,0.063,0.273,0.053
f_min.final_model.000.09.det_cont.csv,0.286,0.224,0.482,0.078,0.013,0.147,0.085,0.077,0.057,0.620,0.213,0.404,0.053,0.537,0.431,0.197,0.306,0.368,0.029,0.327,0.067,0.011,0.123,0.250,0.464,0.175,0.109,0.000,0.529,0.153
