 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.031,0.148,0.060,0.288,0.186,0.451,0.016,0.281,0.373,0.163,0.404,0.072,0.264,0.480,0.068,0.032,0.072,0.224,0.230,0.211,0.328,0.015,0.333,0.029,0.173,0.292,0.080,0.254,0.000
f_min.final_model.000.01.det_cont.csv,0.310,0.509,0.157,0.453,0.569,0.474,0.190,0.886,0.404,0.595,0.537,0.135,0.000,0.217,0.352,0.233,0.050,0.558,0.545,0.580,0.426,0.258,0.510,0.000,0.543,0.270,0.333,0.219,0.183
f_min.final_model.000.02.det_cont.csv,0.185,0.095,0.907,0.300,0.125,0.232,0.462,0.151,0.141,0.115,0.273,0.735,0.099,0.269,0.175,0.531,0.466,0.108,0.075,0.333,0.073,0.113,0.210,0.203,0.161,0.532,0.161,0.429,0.309
f_min.final_model.000.03.det_cont.csv,0.000,0.025,0.155,0.000,0.000,0.024,0.013,0.000,0.000,0.000,0.000,0.181,0.164,0.037,0.000,0.014,0.371,0.000,0.024,0.000,0.114,0.068,0.000,0.660,0.000,0.105,0.000,0.023,0.014
f_min.final_model.000.04.det_cont.csv,0.000,0.027,0.055,0.000,0.000,0.000,0.000,0.000,0.041,0.000,0.000,0.067,0.217,0.013,0.000,0.000,0.231,0.000,0.066,0.000,0.122,0.104,0.000,0.529,0.000,0.034,0.000,0.012,0.000
f_min.final_model.000.05.det_cont.csv,0.075,0.226,0.000,0.327,0.246,0.356,0.014,0.362,0.583,0.235,0.362,0.000,0.281,0.429,0.131,0.014,0.000,0.328,0.306,0.293,0.361,0.042,0.373,0.026,0.241,0.184,0.091,0.149,0.015
f_min.final_model.000.06.det_cont.csv,0.044,0.056,0.000,0.125,0.056,0.162,0.000,0.164,0.293,0.033,0.147,0.000,0.358,0.295,0.015,0.000,0.000,0.101,0.127,0.072,0.367,0.014,0.169,0.100,0.048,0.099,0.035,0.105,0.000
f_min.final_model.000.07.det_cont.csv,0.778,0.333,0.211,0.226,0.388,0.125,0.500,0.224,0.062,0.250,0.127,0.241,0.000,0.029,0.694,0.378,0.059,0.353,0.197,0.241,0.087,0.404,0.148,0.000,0.405,0.093,0.576,0.283,0.686
f_min.final_model.000.08.det_cont.csv,0.511,0.674,0.141,0.169,0.500,0.169,0.288,0.293,0.108,0.341,0.172,0.134,0.000,0.027,0.512,0.294,0.000,0.431,0.375,0.224,0.145,0.750,0.179,0.000,0.432,0.103,0.474,0.209,0.340
f_min.final_model.000.09.det_cont.csv,0.103,0.097,0.739,0.226,0.129,0.339,0.345,0.171,0.197,0.179,0.367,0.694,0.134,0.361,0.108,0.377,0.537,0.127,0.120,0.279,0.117,0.069,0.217,0.227,0.129,0.603,0.086,0.397,0.186
