 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv,f_min.final_model.000.29.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.412,0.300,0.265,0.125,0.137,0.548,0.196,0.442,0.250,0.000,0.244,0.333,0.259,0.113,0.230,0.159,0.596,0.275,0.083,0.069,0.434,0.083,0.590,0.397,0.030,0.106,0.231,0.123,0.055,0.108
f_min.final_model.000.01.det_cont.csv,0.439,0.630,0.315,0.304,0.581,0.119,0.571,0.288,0.531,0.179,0.000,0.088,0.482,0.274,0.133,0.509,0.466,0.014,0.014,0.061,0.265,0.250,0.241,0.182,0.164,0.186,0.057,0.609,0.145,0.415
f_min.final_model.000.02.det_cont.csv,0.258,0.169,0.470,0.370,0.169,0.056,0.219,0.265,0.086,0.155,0.081,0.071,0.292,0.600,0.433,0.105,0.117,0.086,0.520,0.517,0.318,0.490,0.028,0.394,0.612,0.585,0.316,0.119,0.796,0.107
f_min.final_model.000.03.det_cont.csv,0.025,0.000,0.090,0.014,0.000,0.056,0.000,0.036,0.000,0.000,0.175,0.103,0.000,0.039,0.178,0.012,0.000,0.188,0.206,0.313,0.048,0.013,0.028,0.095,0.068,0.151,0.136,0.014,0.173,0.045
f_min.final_model.000.04.det_cont.csv,0.013,0.000,0.022,0.000,0.000,0.109,0.000,0.013,0.000,0.016,0.216,0.186,0.000,0.000,0.080,0.026,0.013,0.224,0.060,0.203,0.000,0.000,0.079,0.036,0.028,0.053,0.045,0.045,0.064,0.073
f_min.final_model.000.05.det_cont.csv,0.300,0.340,0.211,0.078,0.208,0.479,0.281,0.397,0.340,0.000,0.148,0.296,0.339,0.056,0.141,0.234,0.528,0.268,0.000,0.000,0.323,0.060,0.659,0.279,0.014,0.039,0.129,0.228,0.000,0.158
f_min.final_model.000.06.det_cont.csv,0.132,0.148,0.083,0.030,0.033,0.400,0.125,0.270,0.129,0.000,0.173,0.278,0.130,0.000,0.081,0.068,0.270,0.321,0.000,0.000,0.227,0.000,0.396,0.211,0.000,0.000,0.095,0.078,0.000,0.087
f_min.final_model.000.07.det_cont.csv,0.111,0.189,0.077,0.386,0.333,0.000,0.327,0.074,0.235,0.500,0.000,0.000,0.246,0.241,0.028,0.365,0.090,0.000,0.125,0.056,0.042,0.370,0.017,0.053,0.320,0.076,0.033,0.240,0.172,0.290
f_min.final_model.000.08.det_cont.csv,0.156,0.241,0.060,0.275,0.429,0.000,0.327,0.100,0.340,0.706,0.000,0.000,0.210,0.224,0.013,0.667,0.149,0.000,0.000,0.013,0.054,0.218,0.049,0.012,0.167,0.103,0.000,0.435,0.129,0.556
f_min.final_model.000.09.det_cont.csv,0.397,0.213,0.557,0.333,0.175,0.138,0.169,0.355,0.088,0.083,0.121,0.141,0.224,0.560,0.556,0.093,0.200,0.121,0.542,0.536,0.441,0.423,0.109,0.452,0.453,0.673,0.431,0.123,0.623,0.096
f_min.final_model.000.10.det_cont.csv,0.083,0.012,0.207,0.051,0.000,0.077,0.000,0.080,0.000,0.071,0.190,0.107,0.011,0.158,0.343,0.070,0.033,0.167,0.400,0.500,0.145,0.105,0.000,0.235,0.176,0.296,0.297,0.037,0.333,0.098
f_min.final_model.000.11.det_cont.csv,0.176,0.123,0.382,0.340,0.100,0.043,0.136,0.221,0.043,0.123,0.067,0.059,0.174,0.453,0.407,0.066,0.064,0.074,0.553,0.441,0.254,0.431,0.014,0.328,0.520,0.473,0.333,0.059,0.574,0.059
f_min.final_model.000.12.det_cont.csv,0.067,0.000,0.044,0.000,0.000,0.217,0.000,0.037,0.000,0.032,0.333,0.286,0.000,0.041,0.107,0.038,0.037,0.377,0.106,0.214,0.037,0.000,0.094,0.072,0.000,0.095,0.075,0.043,0.090,0.111
f_min.final_model.000.13.det_cont.csv,0.566,0.462,0.540,0.396,0.302,0.226,0.322,0.564,0.288,0.098,0.081,0.172,0.474,0.481,0.344,0.235,0.458,0.086,0.206,0.257,0.611,0.434,0.352,0.460,0.362,0.400,0.271,0.230,0.354,0.177
f_min.final_model.000.14.det_cont.csv,0.297,0.267,0.386,0.574,0.278,0.056,0.300,0.246,0.206,0.241,0.063,0.056,0.355,0.702,0.284,0.235,0.178,0.056,0.333,0.313,0.318,0.617,0.058,0.314,0.612,0.474,0.230,0.210,0.571,0.192
f_min.final_model.000.15.det_cont.csv,0.113,0.143,0.177,0.458,0.182,0.000,0.233,0.123,0.108,0.312,0.000,0.000,0.270,0.333,0.139,0.212,0.079,0.000,0.220,0.183,0.153,0.565,0.030,0.143,0.471,0.212,0.109,0.127,0.333,0.203
f_min.final_model.000.16.det_cont.csv,0.588,0.451,0.377,0.180,0.288,0.423,0.333,0.474,0.345,0.066,0.226,0.327,0.439,0.238,0.235,0.262,0.826,0.254,0.072,0.103,0.518,0.138,0.543,0.385,0.100,0.206,0.217,0.281,0.132,0.247
f_min.final_model.000.17.det_cont.csv,0.418,0.291,0.333,0.169,0.103,0.543,0.159,0.620,0.203,0.000,0.240,0.400,0.295,0.172,0.328,0.129,0.588,0.315,0.109,0.122,0.577,0.127,0.581,0.500,0.088,0.162,0.296,0.094,0.107,0.086
f_min.final_model.000.18.det_cont.csv,0.180,0.275,0.062,0.260,0.450,0.000,0.367,0.056,0.512,0.474,0.000,0.000,0.217,0.169,0.000,0.553,0.172,0.000,0.016,0.000,0.027,0.204,0.069,0.000,0.153,0.074,0.000,0.391,0.100,0.491
f_min.final_model.000.19.det_cont.csv,0.431,0.467,0.338,0.524,0.475,0.065,0.417,0.267,0.294,0.188,0.000,0.032,0.542,0.522,0.169,0.298,0.310,0.000,0.138,0.164,0.283,0.535,0.145,0.206,0.380,0.321,0.102,0.327,0.300,0.221
f_min.final_model.000.20.det_cont.csv,0.159,0.259,0.106,0.029,0.179,0.217,0.230,0.203,0.304,0.067,0.032,0.125,0.209,0.000,0.064,0.246,0.277,0.123,0.000,0.000,0.183,0.000,0.296,0.156,0.000,0.000,0.059,0.286,0.000,0.286
f_min.final_model.000.21.det_cont.csv,0.000,0.000,0.010,0.013,0.000,0.038,0.000,0.011,0.000,0.091,0.091,0.081,0.000,0.000,0.034,0.085,0.000,0.110,0.038,0.134,0.011,0.025,0.026,0.010,0.012,0.011,0.013,0.053,0.022,0.167
f_min.final_model.000.22.det_cont.csv,0.159,0.138,0.115,0.049,0.017,0.571,0.079,0.310,0.119,0.000,0.357,0.548,0.175,0.014,0.169,0.057,0.310,0.571,0.048,0.054,0.305,0.000,0.537,0.281,0.000,0.042,0.161,0.032,0.040,0.037
