 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv,f_min.final_model.000.29.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.412,0.439,0.258,0.025,0.013,0.300,0.132,0.111,0.156,0.397,0.083,0.176,0.067,0.566,0.297,0.113,0.588,0.418,0.180,0.431,0.159,0.000,0.159,0.321,0.547,0.396,0.127,0.014,0.418,0.193
f_min.final_model.000.01.det_cont.csv,0.300,0.630,0.169,0.000,0.000,0.340,0.148,0.189,0.241,0.213,0.012,0.123,0.000,0.462,0.267,0.143,0.451,0.291,0.275,0.467,0.259,0.000,0.138,0.189,0.293,0.500,0.085,0.062,0.268,0.052
f_min.final_model.000.02.det_cont.csv,0.265,0.315,0.470,0.090,0.022,0.211,0.083,0.077,0.060,0.557,0.207,0.382,0.044,0.540,0.386,0.177,0.377,0.333,0.062,0.338,0.106,0.010,0.115,0.235,0.391,0.209,0.090,0.000,0.460,0.123
f_min.final_model.000.03.det_cont.csv,0.125,0.304,0.370,0.014,0.000,0.078,0.030,0.386,0.275,0.333,0.051,0.340,0.000,0.396,0.574,0.458,0.180,0.169,0.260,0.524,0.029,0.013,0.049,0.070,0.431,0.318,0.033,0.000,0.500,0.035
f_min.final_model.000.04.det_cont.csv,0.137,0.581,0.169,0.000,0.000,0.208,0.033,0.333,0.429,0.175,0.000,0.100,0.000,0.302,0.278,0.182,0.288,0.103,0.450,0.475,0.179,0.000,0.017,0.057,0.236,0.656,0.000,0.034,0.255,0.000
f_min.final_model.000.05.det_cont.csv,0.548,0.119,0.056,0.056,0.109,0.479,0.400,0.000,0.000,0.138,0.077,0.043,0.217,0.226,0.056,0.000,0.423,0.543,0.000,0.065,0.217,0.038,0.571,0.615,0.339,0.034,0.455,0.115,0.109,0.605
f_min.final_model.000.06.det_cont.csv,0.196,0.571,0.219,0.000,0.000,0.281,0.125,0.327,0.327,0.169,0.000,0.136,0.000,0.322,0.300,0.233,0.333,0.159,0.367,0.417,0.230,0.000,0.079,0.102,0.242,0.476,0.048,0.094,0.259,0.016
f_min.final_model.000.07.det_cont.csv,0.442,0.288,0.265,0.036,0.013,0.397,0.270,0.074,0.100,0.355,0.080,0.221,0.037,0.564,0.246,0.123,0.474,0.620,0.056,0.267,0.203,0.011,0.310,0.460,0.574,0.207,0.276,0.054,0.446,0.268
f_min.final_model.000.08.det_cont.csv,0.250,0.531,0.086,0.000,0.000,0.340,0.129,0.235,0.340,0.088,0.000,0.043,0.000,0.288,0.206,0.108,0.345,0.203,0.512,0.294,0.304,0.000,0.119,0.167,0.190,0.395,0.067,0.062,0.164,0.034
f_min.final_model.000.09.det_cont.csv,0.000,0.179,0.155,0.000,0.016,0.000,0.000,0.500,0.706,0.083,0.071,0.123,0.032,0.098,0.241,0.312,0.066,0.000,0.474,0.188,0.067,0.091,0.000,0.000,0.138,0.244,0.000,0.000,0.170,0.000
f_min.final_model.000.10.det_cont.csv,0.244,0.000,0.081,0.175,0.216,0.148,0.173,0.000,0.000,0.121,0.190,0.067,0.333,0.081,0.063,0.000,0.226,0.240,0.000,0.000,0.032,0.091,0.357,0.317,0.245,0.000,0.310,0.073,0.069,0.677
f_min.final_model.000.11.det_cont.csv,0.333,0.088,0.071,0.103,0.186,0.296,0.278,0.000,0.000,0.141,0.107,0.059,0.286,0.172,0.056,0.000,0.327,0.400,0.000,0.032,0.125,0.081,0.548,0.476,0.298,0.017,0.432,0.117,0.111,0.622
f_min.final_model.000.12.det_cont.csv,0.259,0.482,0.292,0.000,0.000,0.339,0.130,0.246,0.210,0.224,0.011,0.174,0.000,0.474,0.355,0.270,0.439,0.295,0.217,0.542,0.209,0.000,0.175,0.246,0.456,0.417,0.108,0.013,0.411,0.062
f_min.final_model.000.13.det_cont.csv,0.113,0.274,0.600,0.039,0.000,0.056,0.000,0.241,0.224,0.560,0.158,0.453,0.041,0.481,0.702,0.333,0.238,0.172,0.169,0.522,0.000,0.000,0.014,0.081,0.491,0.362,0.015,0.000,0.667,0.083
f_min.final_model.000.14.det_cont.csv,0.230,0.133,0.433,0.178,0.080,0.141,0.081,0.028,0.013,0.556,0.343,0.407,0.107,0.344,0.284,0.139,0.235,0.328,0.000,0.169,0.064,0.034,0.169,0.259,0.308,0.077,0.104,0.000,0.328,0.203
