 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv,f_min.final_model.000.29.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.333,0.410,0.381,0.061,0.012,0.242,0.095,0.121,0.147,0.518,0.159,0.292,0.037,0.642,0.381,0.153,0.491,0.344,0.169,0.510,0.151,0.000,0.116,0.254,0.458,0.365,0.087,0.013,0.547,0.125
f_min.final_model.000.01.det_cont.csv,0.077,0.143,0.800,0.157,0.056,0.000,0.000,0.214,0.143,0.756,0.328,0.660,0.083,0.373,0.528,0.400,0.145,0.118,0.094,0.340,0.000,0.024,0.044,0.079,0.333,0.161,0.015,0.000,0.490,0.119
f_min.final_model.000.02.det_cont.csv,0.043,0.186,0.750,0.120,0.026,0.013,0.000,0.315,0.190,0.577,0.243,0.620,0.013,0.377,0.714,0.455,0.123,0.097,0.159,0.370,0.000,0.023,0.000,0.029,0.361,0.236,0.000,0.000,0.580,0.045
f_min.final_model.000.03.det_cont.csv,0.017,0.246,0.241,0.000,0.000,0.031,0.000,0.844,0.465,0.129,0.026,0.211,0.000,0.143,0.385,0.511,0.077,0.000,0.525,0.292,0.078,0.027,0.000,0.000,0.183,0.333,0.000,0.016,0.218,0.000
f_min.final_model.000.04.det_cont.csv,0.153,0.529,0.179,0.000,0.000,0.233,0.058,0.467,0.400,0.132,0.000,0.134,0.000,0.274,0.339,0.293,0.262,0.104,0.478,0.438,0.188,0.000,0.045,0.082,0.258,0.465,0.015,0.044,0.298,0.000
f_min.final_model.000.05.det_cont.csv,0.000,0.177,0.423,0.014,0.000,0.000,0.000,0.452,0.275,0.263,0.108,0.392,0.000,0.276,0.542,0.667,0.059,0.045,0.260,0.391,0.000,0.068,0.000,0.000,0.259,0.208,0.000,0.000,0.380,0.000
f_min.final_model.000.06.det_cont.csv,0.418,0.333,0.348,0.060,0.000,0.273,0.153,0.056,0.081,0.475,0.169,0.284,0.049,0.679,0.348,0.149,0.450,0.474,0.068,0.317,0.178,0.011,0.179,0.357,0.419,0.197,0.132,0.025,0.448,0.156
f_min.final_model.000.07.det_cont.csv,0.127,0.500,0.123,0.000,0.027,0.185,0.056,0.380,0.659,0.111,0.059,0.082,0.039,0.224,0.242,0.238,0.250,0.100,0.543,0.333,0.234,0.087,0.029,0.062,0.191,0.467,0.014,0.072,0.203,0.000
f_min.final_model.000.08.det_cont.csv,0.478,0.500,0.145,0.000,0.000,0.451,0.237,0.048,0.094,0.222,0.024,0.101,0.000,0.549,0.179,0.087,0.540,0.510,0.097,0.353,0.310,0.000,0.190,0.347,0.368,0.312,0.136,0.092,0.321,0.085
f_min.final_model.000.09.det_cont.csv,0.250,0.829,0.118,0.000,0.000,0.340,0.111,0.189,0.264,0.175,0.000,0.074,0.000,0.382,0.188,0.108,0.396,0.246,0.300,0.435,0.281,0.000,0.082,0.145,0.250,0.538,0.032,0.097,0.268,0.017
