 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv,f_min.final_model.000.29.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.316,0.393,0.344,0.062,0.013,0.246,0.111,0.074,0.116,0.448,0.146,0.277,0.025,0.593,0.323,0.123,0.448,0.350,0.119,0.434,0.153,0.000,0.134,0.259,0.393,0.321,0.088,0.026,0.500,0.109
f_min.final_model.000.01.det_cont.csv,0.069,0.358,0.217,0.000,0.000,0.115,0.015,0.667,0.455,0.127,0.000,0.186,0.000,0.197,0.404,0.380,0.164,0.030,0.590,0.400,0.129,0.013,0.000,0.017,0.200,0.462,0.000,0.032,0.236,0.000
f_min.final_model.000.02.det_cont.csv,0.033,0.281,0.194,0.014,0.045,0.045,0.030,0.649,0.548,0.108,0.025,0.164,0.060,0.156,0.298,0.346,0.091,0.015,0.465,0.280,0.203,0.082,0.000,0.017,0.159,0.318,0.000,0.100,0.190,0.000
f_min.final_model.000.03.det_cont.csv,0.055,0.333,0.190,0.000,0.000,0.103,0.000,0.697,0.500,0.117,0.000,0.179,0.000,0.169,0.353,0.354,0.136,0.016,0.568,0.405,0.119,0.000,0.000,0.000,0.172,0.472,0.000,0.017,0.208,0.000
f_min.final_model.000.04.det_cont.csv,0.267,0.593,0.087,0.024,0.051,0.344,0.209,0.156,0.238,0.133,0.011,0.037,0.063,0.338,0.160,0.064,0.393,0.262,0.288,0.283,0.500,0.070,0.116,0.194,0.194,0.392,0.071,0.215,0.171,0.043
f_min.final_model.000.05.det_cont.csv,0.167,0.481,0.095,0.013,0.041,0.226,0.056,0.360,0.600,0.097,0.072,0.068,0.054,0.246,0.209,0.203,0.295,0.134,0.489,0.315,0.219,0.103,0.060,0.097,0.176,0.413,0.015,0.058,0.188,0.000
f_min.final_model.000.06.det_cont.csv,0.269,0.689,0.116,0.000,0.014,0.333,0.127,0.208,0.360,0.154,0.024,0.072,0.014,0.351,0.203,0.106,0.415,0.241,0.347,0.426,0.321,0.025,0.098,0.164,0.267,0.564,0.066,0.062,0.241,0.033
f_min.final_model.000.07.det_cont.csv,0.521,0.407,0.254,0.012,0.013,0.317,0.200,0.060,0.087,0.367,0.095,0.191,0.038,0.647,0.254,0.111,0.547,0.549,0.074,0.345,0.174,0.000,0.213,0.392,0.509,0.259,0.161,0.041,0.436,0.190
f_min.final_model.000.08.det_cont.csv,0.479,0.306,0.155,0.025,0.069,0.540,0.382,0.030,0.058,0.212,0.047,0.129,0.068,0.439,0.188,0.083,0.455,0.638,0.029,0.241,0.234,0.024,0.412,0.468,0.473,0.158,0.373,0.121,0.283,0.314
f_min.final_model.000.09.det_cont.csv,0.117,0.242,0.560,0.026,0.000,0.043,0.000,0.275,0.232,0.520,0.117,0.415,0.027,0.472,0.696,0.370,0.206,0.177,0.175,0.478,0.000,0.000,0.015,0.083,0.481,0.319,0.015,0.000,0.698,0.068
