 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv,f_min.final_model.000.15.det_cont.csv,f_min.final_model.000.16.det_cont.csv,f_min.final_model.000.17.det_cont.csv,f_min.final_model.000.18.det_cont.csv,f_min.final_model.000.19.det_cont.csv,f_min.final_model.000.20.det_cont.csv,f_min.final_model.000.21.det_cont.csv,f_min.final_model.000.22.det_cont.csv,f_min.final_model.000.23.det_cont.csv,f_min.final_model.000.24.det_cont.csv,f_min.final_model.000.25.det_cont.csv,f_min.final_model.000.26.det_cont.csv,f_min.final_model.000.27.det_cont.csv,f_min.final_model.000.28.det_cont.csv,f_min.final_model.000.29.det_cont.csv
finalmodel.000.00.det_cont.csv,0.034,0.315,0.125,0.029,0.031,0.063,0.000,0.439,0.909,0.111,0.096,0.078,0.062,0.143,0.241,0.259,0.148,0.031,0.525,0.265,0.113,0.116,0.000,0.000,0.145,0.436,0.000,0.016,0.175,0.000
finalmodel.000.01.det_cont.csv,0.479,0.473,0.242,0.038,0.000,0.351,0.188,0.095,0.141,0.356,0.084,0.197,0.026,0.640,0.262,0.114,0.538,0.510,0.145,0.385,0.234,0.000,0.200,0.353,0.473,0.320,0.148,0.042,0.426,0.155
finalmodel.000.02.det_cont.csv,0.063,0.167,0.814,0.130,0.043,0.000,0.000,0.226,0.150,0.689,0.284,0.667,0.042,0.393,0.625,0.423,0.134,0.123,0.117,0.388,0.000,0.025,0.015,0.066,0.375,0.192,0.015,0.000,0.490,0.086
finalmodel.000.03.det_cont.csv,0.255,0.850,0.119,0.000,0.000,0.321,0.095,0.216,0.269,0.177,0.000,0.075,0.000,0.389,0.210,0.109,0.404,0.250,0.280,0.444,0.263,0.000,0.083,0.148,0.254,0.595,0.033,0.081,0.273,0.017
finalmodel.000.04.det_cont.csv,0.175,0.556,0.076,0.000,0.013,0.231,0.082,0.286,0.520,0.092,0.057,0.038,0.025,0.232,0.181,0.157,0.258,0.176,0.480,0.293,0.262,0.071,0.056,0.091,0.151,0.380,0.014,0.085,0.194,0.000
finalmodel.000.05.det_cont.csv,0.000,0.159,0.423,0.042,0.000,0.000,0.000,0.525,0.300,0.286,0.123,0.392,0.000,0.233,0.480,0.842,0.075,0.015,0.286,0.362,0.000,0.097,0.000,0.000,0.237,0.184,0.000,0.000,0.353,0.000
finalmodel.000.06.det_cont.csv,0.167,0.500,0.241,0.000,0.000,0.192,0.109,0.256,0.261,0.226,0.014,0.185,0.000,0.396,0.288,0.260,0.300,0.127,0.244,0.462,0.164,0.000,0.056,0.080,0.222,0.378,0.019,0.073,0.292,0.000
finalmodel.000.07.det_cont.csv,0.048,0.288,0.132,0.000,0.029,0.075,0.109,0.488,0.478,0.056,0.037,0.121,0.042,0.100,0.242,0.237,0.087,0.029,0.435,0.218,0.276,0.093,0.000,0.016,0.101,0.245,0.000,0.169,0.125,0.000
finalmodel.000.08.det_cont.csv,0.268,0.800,0.139,0.000,0.000,0.351,0.118,0.211,0.281,0.194,0.011,0.097,0.000,0.439,0.224,0.114,0.429,0.305,0.340,0.440,0.295,0.000,0.091,0.190,0.286,0.535,0.045,0.072,0.305,0.031
finalmodel.000.09.det_cont.csv,0.387,0.280,0.406,0.090,0.022,0.296,0.167,0.050,0.048,0.484,0.207,0.324,0.033,0.565,0.347,0.148,0.439,0.460,0.036,0.261,0.160,0.010,0.208,0.355,0.433,0.157,0.164,0.023,0.415,0.188
finalmodel.000.10.det_cont.csv,0.245,0.689,0.100,0.000,0.029,0.358,0.109,0.208,0.333,0.136,0.012,0.057,0.028,0.351,0.185,0.090,0.389,0.241,0.347,0.367,0.321,0.025,0.098,0.164,0.246,0.488,0.048,0.078,0.220,0.033
finalmodel.000.11.det_cont.csv,0.070,0.365,0.108,0.000,0.000,0.155,0.031,0.553,0.500,0.061,0.013,0.078,0.000,0.125,0.241,0.283,0.186,0.031,0.794,0.265,0.150,0.027,0.000,0.017,0.109,0.400,0.000,0.049,0.136,0.000
finalmodel.000.12.det_cont.csv,0.304,0.407,0.377,0.050,0.000,0.254,0.068,0.092,0.119,0.491,0.165,0.306,0.038,0.647,0.424,0.176,0.414,0.362,0.123,0.451,0.141,0.011,0.104,0.246,0.383,0.283,0.075,0.000,0.491,0.113
finalmodel.000.13.det_cont.csv,0.395,0.061,0.029,0.092,0.179,0.404,0.477,0.000,0.000,0.045,0.068,0.015,0.259,0.127,0.014,0.000,0.327,0.404,0.000,0.000,0.214,0.070,0.743,0.450,0.228,0.000,0.639,0.167,0.000,0.697
finalmodel.000.14.det_cont.csv,0.241,0.426,0.345,0.000,0.000,0.237,0.108,0.250,0.190,0.267,0.024,0.250,0.000,0.529,0.444,0.345,0.310,0.259,0.175,0.511,0.136,0.000,0.133,0.182,0.426,0.292,0.082,0.014,0.490,0.050
finalmodel.000.15.det_cont.csv,0.226,0.471,0.152,0.000,0.000,0.246,0.129,0.432,0.426,0.121,0.000,0.106,0.000,0.288,0.310,0.241,0.321,0.183,0.512,0.347,0.259,0.000,0.100,0.125,0.190,0.463,0.067,0.079,0.203,0.034
finalmodel.000.16.det_cont.csv,0.196,0.651,0.180,0.000,0.000,0.264,0.065,0.255,0.312,0.228,0.000,0.113,0.000,0.440,0.286,0.153,0.346,0.196,0.356,0.512,0.190,0.000,0.069,0.113,0.315,0.647,0.034,0.016,0.340,0.018
finalmodel.000.17.det_cont.csv,0.078,0.386,0.111,0.039,0.087,0.119,0.057,0.264,0.511,0.130,0.073,0.055,0.100,0.194,0.194,0.152,0.219,0.056,0.408,0.273,0.305,0.149,0.000,0.015,0.145,0.455,0.000,0.161,0.154,0.000
finalmodel.000.18.det_cont.csv,0.048,0.103,0.727,0.118,0.029,0.000,0.000,0.260,0.136,0.510,0.273,0.622,0.028,0.288,0.652,0.412,0.072,0.092,0.102,0.294,0.000,0.013,0.000,0.050,0.293,0.111,0.000,0.000,0.479,0.070
finalmodel.000.19.det_cont.csv,0.244,0.000,0.081,0.136,0.192,0.265,0.298,0.000,0.000,0.102,0.119,0.067,0.306,0.063,0.047,0.000,0.226,0.292,0.000,0.000,0.123,0.075,0.541,0.317,0.245,0.000,0.486,0.157,0.051,0.677
finalmodel.000.20.det_cont.csv,0.030,0.000,0.176,0.667,0.596,0.027,0.088,0.000,0.000,0.182,0.443,0.185,0.510,0.039,0.067,0.027,0.026,0.056,0.000,0.000,0.069,0.393,0.148,0.031,0.053,0.000,0.172,0.241,0.071,0.204
finalmodel.000.21.det_cont.csv,0.000,0.000,0.027,0.604,0.756,0.043,0.145,0.000,0.062,0.027,0.328,0.057,0.609,0.000,0.000,0.014,0.000,0.014,0.000,0.000,0.104,0.608,0.136,0.016,0.013,0.000,0.226,0.327,0.000,0.127
finalmodel.000.22.det_cont.csv,0.419,0.044,0.059,0.075,0.155,0.340,0.571,0.000,0.000,0.061,0.053,0.030,0.190,0.125,0.043,0.000,0.321,0.457,0.000,0.000,0.255,0.085,0.632,0.475,0.246,0.000,0.538,0.306,0.031,0.500
finalmodel.000.23.det_cont.csv,0.462,0.246,0.279,0.061,0.012,0.390,0.227,0.014,0.026,0.393,0.173,0.235,0.024,0.526,0.261,0.122,0.466,0.577,0.013,0.242,0.200,0.011,0.283,0.480,0.433,0.145,0.210,0.053,0.367,0.200
finalmodel.000.24.det_cont.csv,0.019,0.286,0.231,0.000,0.000,0.035,0.000,0.700,0.486,0.127,0.000,0.173,0.000,0.164,0.362,0.364,0.088,0.000,0.472,0.317,0.089,0.000,0.000,0.000,0.212,0.412,0.000,0.018,0.255,0.000
finalmodel.000.25.det_cont.csv,0.632,0.263,0.074,0.000,0.015,0.511,0.396,0.000,0.032,0.145,0.025,0.045,0.014,0.377,0.090,0.015,0.479,0.700,0.033,0.189,0.346,0.013,0.340,0.463,0.358,0.163,0.271,0.140,0.214,0.184
finalmodel.000.26.det_cont.csv,0.091,0.250,0.340,0.000,0.000,0.082,0.048,0.415,0.265,0.232,0.013,0.259,0.000,0.291,0.479,0.489,0.169,0.119,0.224,0.386,0.030,0.013,0.052,0.074,0.373,0.310,0.054,0.000,0.375,0.057
