 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.250,0.180,0.240,0.389,0.425,0.238,0.155,0.429,0.188,0.385,0.486,0.077,0.154,0.072,0.357
f_min.final_model.000.01.det_cont.csv,0.186,0.132,0.194,0.417,0.415,0.250,0.104,0.773,0.136,0.333,0.795,0.072,0.099,0.045,0.271
f_min.final_model.000.02.det_cont.csv,0.356,0.138,0.185,0.300,0.674,0.175,0.242,0.596,0.358,0.643,0.396,0.246,0.271,0.171,0.600
f_min.final_model.000.03.det_cont.csv,0.764,0.422,0.403,0.139,0.309,0.235,0.678,0.260,0.508,0.410,0.151,0.354,0.333,0.559,0.459
f_min.final_model.000.04.det_cont.csv,0.500,0.161,0.210,0.212,0.429,0.204,0.379,0.404,0.489,0.763,0.275,0.302,0.327,0.261,0.750
f_min.final_model.000.05.det_cont.csv,0.554,0.157,0.151,0.125,0.295,0.072,0.483,0.281,0.549,0.434,0.175,0.560,0.464,0.433,0.519
f_min.final_model.000.06.det_cont.csv,0.509,0.298,0.351,0.204,0.358,0.340,0.414,0.271,0.500,0.408,0.196,0.246,0.415,0.348,0.500
f_min.final_model.000.07.det_cont.csv,0.455,0.721,0.638,0.161,0.125,0.340,0.414,0.103,0.180,0.131,0.117,0.109,0.136,0.413,0.143
f_min.final_model.000.08.det_cont.csv,0.455,0.138,0.167,0.226,0.500,0.155,0.367,0.471,0.500,0.683,0.314,0.365,0.364,0.254,0.714
f_min.final_model.000.09.det_cont.csv,0.571,0.491,0.441,0.090,0.127,0.230,0.667,0.107,0.379,0.222,0.071,0.295,0.277,0.590,0.250
f_min.final_model.000.10.det_cont.csv,0.283,0.183,0.298,0.512,0.605,0.333,0.145,0.600,0.232,0.375,0.561,0.115,0.161,0.089,0.353
f_min.final_model.000.11.det_cont.csv,0.343,0.105,0.160,0.316,0.547,0.203,0.278,0.635,0.390,0.519,0.510,0.266,0.308,0.193,0.547
f_min.final_model.000.12.det_cont.csv,0.180,0.179,0.278,0.676,0.561,0.372,0.088,0.426,0.103,0.245,0.475,0.050,0.063,0.025,0.231
f_min.final_model.000.13.det_cont.csv,0.238,0.091,0.136,0.400,0.556,0.204,0.143,0.698,0.228,0.426,0.585,0.131,0.159,0.074,0.400
f_min.final_model.000.14.det_cont.csv,0.450,0.110,0.151,0.180,0.436,0.121,0.413,0.439,0.612,0.689,0.298,0.345,0.414,0.297,0.756
