 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.000,0.238,0.037,0.000,0.191,0.104,0.042,0.000,0.213,0.120,0.200,0.000,0.275,0.000,0.031
f_min.final_model.000.01.det_cont.csv,0.000,0.522,0.028,0.014,0.121,0.164,0.030,0.013,0.190,0.088,0.164,0.051,0.232,0.074,0.105
f_min.final_model.000.02.det_cont.csv,0.097,0.218,0.164,0.060,0.127,0.259,0.182,0.000,0.440,0.092,0.389,0.000,0.571,0.000,0.080
f_min.final_model.000.03.det_cont.csv,0.090,0.077,0.173,0.048,0.467,0.149,0.171,0.034,0.369,0.375,0.484,0.054,0.339,0.012,0.043
f_min.final_model.000.04.det_cont.csv,0.138,0.121,0.190,0.062,0.190,0.269,0.189,0.000,0.458,0.150,0.377,0.000,0.600,0.000,0.097
f_min.final_model.000.05.det_cont.csv,0.230,0.072,0.368,0.164,0.164,0.230,0.385,0.000,0.612,0.114,0.783,0.000,0.490,0.000,0.143
f_min.final_model.000.06.det_cont.csv,0.097,0.136,0.203,0.044,0.365,0.133,0.182,0.000,0.358,0.268,0.316,0.000,0.347,0.000,0.038
f_min.final_model.000.07.det_cont.csv,0.000,0.081,0.014,0.000,0.775,0.000,0.016,0.104,0.091,0.732,0.136,0.127,0.065,0.061,0.000
f_min.final_model.000.08.det_cont.csv,0.153,0.155,0.246,0.109,0.164,0.308,0.250,0.000,0.565,0.092,0.500,0.000,0.692,0.000,0.125
f_min.final_model.000.09.det_cont.csv,0.086,0.027,0.145,0.026,0.519,0.056,0.123,0.051,0.212,0.436,0.297,0.073,0.156,0.026,0.011
f_min.final_model.000.10.det_cont.csv,0.000,0.391,0.062,0.000,0.193,0.102,0.051,0.000,0.278,0.153,0.241,0.000,0.312,0.000,0.026
f_min.final_model.000.11.det_cont.csv,0.114,0.328,0.209,0.066,0.095,0.258,0.210,0.000,0.439,0.066,0.417,0.000,0.490,0.013,0.096
f_min.final_model.000.12.det_cont.csv,0.034,0.439,0.016,0.033,0.167,0.111,0.036,0.000,0.164,0.167,0.155,0.000,0.208,0.000,0.058
f_min.final_model.000.13.det_cont.csv,0.065,0.413,0.095,0.045,0.095,0.222,0.125,0.000,0.321,0.045,0.281,0.026,0.391,0.046,0.113
f_min.final_model.000.14.det_cont.csv,0.172,0.156,0.279,0.099,0.130,0.339,0.263,0.000,0.580,0.099,0.519,0.000,0.622,0.000,0.128
