 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.095,0.659,0.683,0.600,0.262,0.382,0.286,0.068,0.027,0.237,0.118,0.286,0.111,0.380,0.197
f_min.final_model.000.01.det_cont.csv,0.232,0.385,0.431,0.388,0.433,0.739,0.583,0.186,0.141,0.167,0.067,0.101,0.088,0.553,0.258
f_min.final_model.000.02.det_cont.csv,0.344,0.217,0.194,0.190,0.087,0.095,0.116,0.273,0.155,0.560,0.841,0.711,0.000,0.138,0.292
f_min.final_model.000.03.det_cont.csv,0.414,0.353,0.250,0.300,0.339,0.305,0.377,0.429,0.345,0.396,0.222,0.281,0.060,0.458,0.739
f_min.final_model.000.04.det_cont.csv,0.308,0.440,0.404,0.447,0.458,0.702,0.617,0.277,0.209,0.242,0.081,0.134,0.042,0.622,0.361
f_min.final_model.000.05.det_cont.csv,0.589,0.226,0.149,0.180,0.385,0.292,0.429,0.673,0.441,0.328,0.235,0.194,0.040,0.351,0.426
f_min.final_model.000.06.det_cont.csv,0.212,0.396,0.360,0.340,0.110,0.230,0.145,0.200,0.152,0.532,0.364,0.511,0.000,0.259,0.368
f_min.final_model.000.07.det_cont.csv,0.419,0.339,0.288,0.315,0.648,0.456,0.717,0.410,0.355,0.231,0.122,0.113,0.116,0.520,0.483
f_min.final_model.000.08.det_cont.csv,0.371,0.143,0.074,0.133,0.344,0.231,0.382,0.456,0.653,0.203,0.143,0.086,0.042,0.281,0.482
f_min.final_model.000.09.det_cont.csv,0.309,0.405,0.333,0.375,0.521,0.426,0.615,0.250,0.172,0.208,0.098,0.105,0.089,0.538,0.250
f_min.final_model.000.10.det_cont.csv,0.600,0.230,0.152,0.203,0.391,0.297,0.463,0.654,0.448,0.404,0.277,0.234,0.055,0.357,0.593
f_min.final_model.000.11.det_cont.csv,0.309,0.226,0.203,0.200,0.059,0.091,0.096,0.243,0.133,0.473,0.750,0.702,0.000,0.149,0.261
f_min.final_model.000.12.det_cont.csv,0.093,0.000,0.000,0.000,0.037,0.000,0.014,0.159,0.300,0.057,0.149,0.090,0.164,0.000,0.067
f_min.final_model.000.13.det_cont.csv,0.435,0.041,0.027,0.043,0.216,0.105,0.194,0.500,0.635,0.286,0.292,0.212,0.040,0.132,0.403
f_min.final_model.000.14.det_cont.csv,0.147,0.806,0.571,0.743,0.295,0.490,0.353,0.101,0.057,0.273,0.106,0.278,0.047,0.571,0.267
