 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv
finalmodel.000.00.det_cont.csv,0.134,0.400,0.488,0.439,0.242,0.578,0.396,0.104,0.075,0.214,0.092,0.155,0.048,0.362,0.156
finalmodel.000.01.det_cont.csv,0.654,0.197,0.121,0.169,0.381,0.286,0.453,0.680,0.464,0.322,0.246,0.203,0.056,0.345,0.448
finalmodel.000.02.det_cont.csv,0.323,0.232,0.207,0.204,0.092,0.100,0.123,0.250,0.164,0.542,0.674,0.698,0.000,0.148,0.270
finalmodel.000.03.det_cont.csv,0.411,0.347,0.264,0.319,0.569,0.510,0.707,0.426,0.293,0.203,0.104,0.094,0.097,0.523,0.400
finalmodel.000.04.det_cont.csv,0.254,0.333,0.375,0.333,0.452,0.647,0.538,0.261,0.149,0.157,0.050,0.081,0.114,0.481,0.261
finalmodel.000.05.det_cont.csv,0.147,0.413,0.375,0.356,0.068,0.217,0.113,0.134,0.104,0.429,0.327,0.500,0.000,0.245,0.333
finalmodel.000.06.det_cont.csv,0.291,0.381,0.283,0.350,0.333,0.347,0.442,0.302,0.196,0.286,0.200,0.216,0.091,0.405,0.408
finalmodel.000.07.det_cont.csv,0.066,0.478,0.683,0.488,0.344,0.382,0.309,0.053,0.000,0.197,0.070,0.200,0.207,0.353,0.162
finalmodel.000.08.det_cont.csv,0.410,0.327,0.254,0.302,0.554,0.473,0.750,0.448,0.323,0.238,0.141,0.116,0.087,0.510,0.448
finalmodel.000.09.det_cont.csv,0.603,0.073,0.047,0.063,0.244,0.143,0.227,0.571,0.492,0.368,0.412,0.314,0.023,0.171,0.478
finalmodel.000.10.det_cont.csv,0.373,0.333,0.302,0.306,0.608,0.583,0.714,0.362,0.262,0.177,0.070,0.075,0.094,0.568,0.386
finalmodel.000.11.det_cont.csv,0.134,0.615,0.488,0.595,0.305,0.511,0.367,0.088,0.043,0.193,0.044,0.175,0.066,0.600,0.213
finalmodel.000.12.det_cont.csv,0.660,0.172,0.101,0.164,0.309,0.239,0.362,0.536,0.400,0.429,0.383,0.317,0.013,0.310,0.433
finalmodel.000.13.det_cont.csv,0.119,0.000,0.000,0.000,0.101,0.045,0.082,0.217,0.420,0.015,0.045,0.015,0.164,0.050,0.159
finalmodel.000.14.det_cont.csv,0.390,0.327,0.250,0.300,0.297,0.283,0.377,0.429,0.393,0.480,0.242,0.327,0.014,0.429,0.818
