 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv
f_min.final_model.000.00.det_cont.csv,1.000,0.167,0.099,0.141,0.338,0.269,0.373,0.600,0.365,0.439,0.349,0.266,0.026,0.300,0.397
f_min.final_model.000.01.det_cont.csv,0.167,1.000,0.585,0.765,0.279,0.412,0.333,0.119,0.058,0.327,0.143,0.333,0.048,0.477,0.293
f_min.final_model.000.02.det_cont.csv,0.099,0.585,1.000,0.605,0.274,0.431,0.302,0.086,0.042,0.273,0.123,0.278,0.136,0.375,0.226
f_min.final_model.000.03.det_cont.csv,0.141,0.765,0.605,1.000,0.233,0.417,0.306,0.092,0.045,0.300,0.115,0.280,0.033,0.488,0.246
f_min.final_model.000.04.det_cont.csv,0.338,0.279,0.274,0.233,1.000,0.410,0.577,0.309,0.261,0.153,0.075,0.051,0.250,0.463,0.328
f_min.final_model.000.05.det_cont.csv,0.269,0.412,0.431,0.417,0.410,1.000,0.551,0.221,0.157,0.185,0.067,0.118,0.088,0.553,0.277
f_min.final_model.000.06.det_cont.csv,0.373,0.333,0.302,0.306,0.577,0.551,1.000,0.362,0.262,0.197,0.101,0.091,0.094,0.568,0.362
f_min.final_model.000.07.det_cont.csv,0.600,0.119,0.086,0.092,0.309,0.221,0.362,1.000,0.500,0.333,0.277,0.197,0.055,0.246,0.458
f_min.final_model.000.08.det_cont.csv,0.365,0.058,0.042,0.045,0.261,0.157,0.262,0.500,1.000,0.219,0.157,0.116,0.087,0.194,0.448
f_min.final_model.000.09.det_cont.csv,0.439,0.327,0.273,0.300,0.153,0.185,0.197,0.333,0.219,1.000,0.453,0.521,0.000,0.273,0.429
f_min.final_model.000.10.det_cont.csv,0.349,0.143,0.123,0.115,0.075,0.067,0.101,0.277,0.157,0.453,1.000,0.583,0.000,0.074,0.221
f_min.final_model.000.11.det_cont.csv,0.266,0.333,0.278,0.280,0.051,0.118,0.091,0.197,0.116,0.521,0.583,1.000,0.000,0.190,0.274
f_min.final_model.000.12.det_cont.csv,0.026,0.048,0.136,0.033,0.250,0.088,0.094,0.055,0.087,0.000,0.000,0.000,1.000,0.047,0.041
f_min.final_model.000.13.det_cont.csv,0.300,0.477,0.375,0.488,0.463,0.553,0.568,0.246,0.194,0.273,0.074,0.190,0.047,1.000,0.407
f_min.final_model.000.14.det_cont.csv,0.397,0.293,0.226,0.246,0.328,0.277,0.362,0.458,0.448,0.429,0.221,0.274,0.041,0.407,1.000
