 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv
finalmodel.000.00.det_cont.csv,0.000,0.524,0.015,0.000,0.133,0.140,0.016,0.014,0.169,0.079,0.143,0.055,0.212,0.081,0.083
finalmodel.000.01.det_cont.csv,0.190,0.042,0.258,0.114,0.279,0.210,0.241,0.013,0.463,0.219,0.577,0.024,0.460,0.000,0.100
finalmodel.000.02.det_cont.csv,0.000,0.167,0.000,0.000,0.805,0.000,0.000,0.116,0.071,0.762,0.130,0.137,0.062,0.058,0.000
finalmodel.000.03.det_cont.csv,0.133,0.136,0.203,0.060,0.127,0.333,0.204,0.000,0.500,0.092,0.415,0.000,0.650,0.000,0.110
finalmodel.000.04.det_cont.csv,0.099,0.375,0.125,0.066,0.080,0.300,0.136,0.000,0.367,0.038,0.288,0.023,0.490,0.039,0.138
finalmodel.000.05.det_cont.csv,0.000,0.320,0.000,0.000,0.400,0.000,0.000,0.043,0.060,0.429,0.057,0.039,0.066,0.030,0.013
finalmodel.000.06.det_cont.csv,0.091,0.157,0.125,0.086,0.260,0.224,0.140,0.000,0.280,0.212,0.264,0.000,0.415,0.000,0.106
finalmodel.000.07.det_cont.csv,0.094,0.605,0.028,0.123,0.123,0.296,0.015,0.000,0.138,0.123,0.100,0.051,0.193,0.075,0.203
finalmodel.000.08.det_cont.csv,0.136,0.156,0.219,0.083,0.164,0.316,0.220,0.000,0.463,0.114,0.439,0.000,0.659,0.000,0.100
finalmodel.000.09.det_cont.csv,0.184,0.011,0.274,0.107,0.409,0.154,0.279,0.067,0.324,0.368,0.426,0.085,0.257,0.022,0.084
finalmodel.000.10.det_cont.csv,0.129,0.211,0.197,0.090,0.090,0.373,0.218,0.000,0.510,0.074,0.426,0.025,0.659,0.029,0.137
finalmodel.000.11.det_cont.csv,0.016,0.422,0.046,0.030,0.097,0.182,0.069,0.000,0.255,0.079,0.200,0.000,0.340,0.000,0.083
finalmodel.000.12.det_cont.csv,0.069,0.041,0.176,0.026,0.429,0.149,0.156,0.037,0.306,0.379,0.448,0.060,0.316,0.013,0.034
finalmodel.000.13.det_cont.csv,0.362,0.000,0.457,0.367,0.015,0.123,0.488,0.148,0.283,0.015,0.315,0.101,0.148,0.065,0.262
finalmodel.000.14.det_cont.csv,0.127,0.186,0.233,0.072,0.321,0.164,0.214,0.000,0.339,0.321,0.300,0.000,0.353,0.000,0.050
