 ,f_min.final_model.000.00.det_cont.csv,f_min.final_model.000.01.det_cont.csv,f_min.final_model.000.02.det_cont.csv,f_min.final_model.000.03.det_cont.csv,f_min.final_model.000.04.det_cont.csv,f_min.final_model.000.05.det_cont.csv,f_min.final_model.000.06.det_cont.csv,f_min.final_model.000.07.det_cont.csv,f_min.final_model.000.08.det_cont.csv,f_min.final_model.000.09.det_cont.csv,f_min.final_model.000.10.det_cont.csv,f_min.final_model.000.11.det_cont.csv,f_min.final_model.000.12.det_cont.csv,f_min.final_model.000.13.det_cont.csv,f_min.final_model.000.14.det_cont.csv
f_min.final_model.000.00.det_cont.csv,0.760,0.281,0.250,0.141,0.311,0.136,0.579,0.297,0.538,0.453,0.172,0.436,0.361,0.406,0.481
f_min.final_model.000.01.det_cont.csv,0.500,0.154,0.200,0.222,0.431,0.193,0.361,0.357,0.553,0.628,0.259,0.309,0.382,0.268,0.698
f_min.final_model.000.02.det_cont.csv,0.594,0.455,0.435,0.087,0.190,0.219,0.705,0.155,0.424,0.300,0.072,0.329,0.329,0.708,0.343
f_min.final_model.000.03.det_cont.csv,0.362,0.352,0.520,0.422,0.365,0.535,0.286,0.254,0.246,0.259,0.294,0.129,0.213,0.222,0.268
f_min.final_model.000.04.det_cont.csv,0.321,0.172,0.203,0.341,0.571,0.196,0.206,0.533,0.294,0.575,0.452,0.161,0.211,0.122,0.500
f_min.final_model.000.05.det_cont.csv,0.227,0.119,0.040,0.000,0.074,0.000,0.317,0.056,0.281,0.129,0.000,0.565,0.434,0.343,0.177
f_min.final_model.000.06.det_cont.csv,0.317,0.203,0.250,0.360,0.630,0.250,0.214,0.444,0.339,0.565,0.346,0.213,0.238,0.179,0.562
f_min.final_model.000.07.det_cont.csv,0.468,0.269,0.275,0.086,0.169,0.164,0.550,0.147,0.509,0.250,0.114,0.491,0.593,0.538,0.339
f_min.final_model.000.08.det_cont.csv,0.350,0.087,0.130,0.269,0.521,0.115,0.239,0.490,0.304,0.556,0.360,0.286,0.226,0.169,0.553
f_min.final_model.000.09.det_cont.csv,0.075,0.158,0.211,0.462,0.333,0.311,0.042,0.523,0.032,0.151,0.735,0.000,0.047,0.000,0.123
f_min.final_model.000.10.det_cont.csv,0.108,0.138,0.045,0.000,0.000,0.000,0.138,0.000,0.049,0.000,0.000,0.286,0.155,0.157,0.000
f_min.final_model.000.11.det_cont.csv,0.159,0.138,0.041,0.000,0.029,0.000,0.262,0.014,0.161,0.078,0.000,0.449,0.339,0.254,0.108
f_min.final_model.000.12.det_cont.csv,0.435,0.221,0.323,0.276,0.446,0.310,0.379,0.312,0.473,0.444,0.226,0.333,0.448,0.342,0.528
f_min.final_model.000.13.det_cont.csv,0.491,0.549,0.640,0.250,0.283,0.469,0.426,0.231,0.242,0.233,0.241,0.134,0.176,0.362,0.242
f_min.final_model.000.14.det_cont.csv,0.358,0.491,0.333,0.027,0.037,0.130,0.500,0.024,0.239,0.111,0.013,0.281,0.211,0.515,0.153
