,977.0,989.0,933.0,964.0,984.0,986.0,954.0,934.0,987.0
977.0,0.0,0.09,0.06625,0.0725,0.0775,0.085,0.09375,0.05625,0.0825
989.0,0.09,0.0,0.08125,0.05125,0.0325,0.0525,0.025,0.11125,0.04375
933.0,0.06625,0.08125,0.0,0.0575,0.05625,0.0625,0.0925,0.08,0.09875
964.0,0.0725,0.05125,0.0575,0.0,0.05125,0.075,0.055,0.08375,0.09625
984.0,0.0775,0.0325,0.05625,0.05125,0.0,0.0275,0.055,0.06875,0.04875
986.0,0.085,0.0525,0.0625,0.075,0.0275,0.0,0.04125,0.07375,0.0775
954.0,0.09375,0.025,0.0925,0.055,0.055,0.04125,0.0,0.07375,0.07375
934.0,0.05625,0.11125,0.08,0.08375,0.06875,0.07375,0.07375,0.0,0.115
987.0,0.0825,0.04375,0.09875,0.09625,0.04875,0.0775,0.07375,0.115,0.0
