,977.0,989.0,933.0,964.0,984.0,986.0,954.0,934.0,987.0
977.0,0.0,0.0725,0.02375,0.0325,0.04875,0.05125,0.07125,0.0275,0.05875
989.0,0.0725,0.0,0.0575,0.0375,0.02,0.03375,0.0175,0.0775,0.01875
933.0,0.02375,0.0575,0.0,0.03375,0.03375,0.03,0.07125,0.03875,0.06625
964.0,0.0325,0.0375,0.03375,0.0,0.02,0.03,0.03125,0.05125,0.055
984.0,0.04875,0.02,0.03375,0.02,0.0,0.00875,0.02875,0.05375,0.02875
986.0,0.05125,0.03375,0.03,0.03,0.00875,0.0,0.02875,0.05375,0.04375
954.0,0.07125,0.0175,0.07125,0.03125,0.02875,0.02875,0.0,0.05625,0.04875
934.0,0.0275,0.0775,0.03875,0.05125,0.05375,0.05375,0.05625,0.0,0.08125
987.0,0.05875,0.01875,0.06625,0.055,0.02875,0.04375,0.04875,0.08125,0.0
