,977.0,989.0,933.0,964.0,984.0,986.0,954.0,934.0,987.0
977.0,0.0,0.05625,0.0075,0.0125,0.035,0.02375,0.04625,0.01125,0.0425
989.0,0.05625,0.0,0.05125,0.0225,0.01625,0.02875,0.0125,0.0625,0.0125
933.0,0.0075,0.05125,0.0,0.01125,0.02125,0.02,0.04625,0.0225,0.04125
964.0,0.0125,0.0225,0.01125,0.0,0.015,0.01875,0.02,0.03,0.04
984.0,0.035,0.01625,0.02125,0.015,0.0,0.005,0.01875,0.03,0.02125
986.0,0.02375,0.02875,0.02,0.01875,0.005,0.0,0.02375,0.03875,0.03125
954.0,0.04625,0.0125,0.04625,0.02,0.01875,0.02375,0.0,0.0375,0.02
934.0,0.01125,0.0625,0.0225,0.03,0.03,0.03875,0.0375,0.0,0.05375
987.0,0.0425,0.0125,0.04125,0.04,0.02125,0.03125,0.02,0.05375,0.0
