,977.0,989.0,933.0,964.0,984.0,986.0,954.0,934.0,987.0
977.0,0.0,0.03625,0.0,0.00375,0.00875,0.01125,0.01875,0.0025,0.02125
989.0,0.03625,0.0,0.04375,0.0125,0.01375,0.0275,0.005,0.0425,0.005
933.0,0.0,0.04375,0.0,0.00125,0.01375,0.0075,0.0175,0.0125,0.01875
964.0,0.00375,0.0125,0.00125,0.0,0.00125,0.00125,0.00625,0.01625,0.01625
984.0,0.00875,0.01375,0.01375,0.00125,0.0,0.00125,0.0075,0.01375,0.01625
986.0,0.01125,0.0275,0.0075,0.00125,0.00125,0.0,0.00625,0.0175,0.02125
954.0,0.01875,0.005,0.0175,0.00625,0.0075,0.00625,0.0,0.0175,0.0025
934.0,0.0025,0.0425,0.0125,0.01625,0.01375,0.0175,0.0175,0.0,0.0325
987.0,0.02125,0.005,0.01875,0.01625,0.01625,0.02125,0.0025,0.0325,0.0
