,977.0,989.0,933.0,964.0,984.0,986.0,954.0,934.0,987.0
977.0,0.0,0.04,0.0,0.0075,0.0175,0.01625,0.03,0.005,0.0275
989.0,0.04,0.0,0.0475,0.0175,0.01375,0.0275,0.00875,0.055,0.00625
933.0,0.0,0.0475,0.0,0.00125,0.01625,0.00875,0.025,0.015,0.02875
964.0,0.0075,0.0175,0.00125,0.0,0.005,0.00625,0.01,0.01875,0.02125
984.0,0.0175,0.01375,0.01625,0.005,0.0,0.0025,0.01125,0.02,0.01875
986.0,0.01625,0.0275,0.00875,0.00625,0.0025,0.0,0.0175,0.0275,0.025
954.0,0.03,0.00875,0.025,0.01,0.01125,0.0175,0.0,0.03,0.00625
934.0,0.005,0.055,0.015,0.01875,0.02,0.0275,0.03,0.0,0.04625
987.0,0.0275,0.00625,0.02875,0.02125,0.01875,0.025,0.00625,0.04625,0.0
